GO_Term,count,PValue,Genes,List_total,Fold_enrichment
GO:0042325~regulation of phosphorylation,48,8.27E-06,"7422, 8995, 8313, 3481, 3084, 2192, 5618, 355, 51341, 2861, 78986, 90, 2167, 6348, 284654, 7855, 6504, 4920, 51548, 5934, 718, 4869, 6362, 7132, 89780, 7037, 6346, 6423, 6368, 8764, 23654, 51191, 26228, 1191, 55233, 3625, 1389, 3567, 402, 2332, 4038, 5468, 10961, 3689, 85363, 3965, 5925, 11116",291,1.973764004
GO:0010646~regulation of cell communication,86,1.18E-05,"2152, 3481, 3084, 2192, 79770, 396, 27120, 5618, 56975, 2348, 83999, 151647, 355, 8809, 2861, 90, 117, 5654, 6348, 284654, 5699, 636, 6504, 4920, 718, 5617, 6362, 7132, 8740, 84270, 22926, 4189, 6368, 6247, 3172, 1191, 7096, 27253, 3567, 3929, 5468, 252839, 85363, 3965, 9508, 929, 23625, 25805, 7422, 27, 8995, 8313, 28514, 80739, 2922, 51341, 78986, 3135, 51588, 7855, 5754, 11167, 51548, 7076, 89780, 7037, 64101, 6423, 6346, 9456, 3594, 55593, 26228, 3625, 1840, 347, 2695, 2332, 146722, 1001, 5764, 4038, 51237, 10961, 11337, 5925",291,1.558724996
GO:0023051~regulation of signaling,86,1.73E-05,"2152, 3481, 3084, 2192, 79770, 396, 27120, 5618, 56975, 2348, 83999, 151647, 355, 8809, 2861, 90, 117, 5654, 6348, 284654, 5699, 636, 6504, 4920, 718, 5617, 6362, 7132, 8740, 84270, 22926, 4189, 6368, 6247, 3172, 1191, 7096, 27253, 3567, 3929, 5468, 252839, 85363, 3965, 9508, 929, 23625, 25805, 7422, 27, 8995, 8313, 28514, 80739, 2922, 51341, 78986, 3135, 51588, 7855, 5754, 11167, 51548, 7076, 89780, 7037, 64101, 6423, 6346, 9456, 3594, 55593, 26228, 3625, 1840, 347, 2695, 2332, 146722, 1001, 5764, 4038, 51237, 10961, 11337, 5925",291,1.543559023
GO:0001932~regulation of protein phosphorylation,44,1.98E-05,"7422, 8995, 8313, 3481, 3084, 2192, 5618, 355, 2861, 78986, 90, 2167, 6348, 284654, 7855, 6504, 4920, 718, 4869, 6362, 7132, 89780, 7037, 6346, 6423, 6368, 8764, 23654, 51191, 26228, 1191, 55233, 3625, 1389, 3567, 2332, 4038, 5468, 10961, 3689, 85363, 3965, 5925, 11116",291,1.983702055
GO:0042327~positive regulation of phosphorylation,35,2.80E-05,"7422, 8995, 8313, 3481, 3084, 5618, 355, 2861, 90, 6348, 284654, 7855, 6504, 4920, 718, 6362, 7132, 89780, 7037, 6346, 6423, 6368, 8764, 26228, 1191, 55233, 3625, 1389, 3567, 2332, 4038, 5468, 10961, 85363, 3965",291,2.180405924
GO:0051174~regulation of phosphorus metabolic process,50,3.08E-05,"3481, 3084, 2192, 5618, 56975, 355, 2861, 90, 117, 6348, 284654, 6504, 4920, 5934, 718, 6362, 7132, 6368, 23654, 1191, 1389, 3567, 402, 5468, 3689, 85363, 3965, 11116, 7422, 8995, 8313, 51341, 78986, 2167, 7855, 51548, 4869, 89780, 7037, 6423, 6346, 8764, 51191, 26228, 3625, 55233, 2332, 4038, 10961, 5925",291,1.843668371
GO:0031401~positive regulation of protein modification process,39,3.56E-05,"7422, 8995, 8313, 3481, 3084, 5618, 355, 2861, 90, 51588, 6348, 284654, 7855, 6504, 4920, 51548, 4602, 718, 6362, 7132, 89780, 7037, 6346, 6423, 6368, 8764, 26228, 1191, 55233, 3625, 1389, 3567, 2332, 4038, 5468, 10961, 85363, 3965, 11337",291,2.044158211
GO:0019220~regulation of phosphate metabolic process,49,5.88E-05,"3481, 3084, 2192, 5618, 355, 2861, 90, 117, 6348, 284654, 6504, 4920, 5934, 718, 6362, 7132, 6368, 23654, 1191, 1389, 3567, 402, 5468, 3689, 85363, 3965, 11116, 7422, 8995, 8313, 51341, 78986, 2167, 7855, 51548, 4869, 89780, 7037, 6423, 6346, 8764, 51191, 26228, 3625, 55233, 2332, 4038, 10961, 5925",291,1.811825056
GO:0045937~positive regulation of phosphate metabolic process,36,7.66E-05,"7422, 8995, 8313, 3481, 3084, 5618, 355, 2861, 90, 117, 6348, 284654, 7855, 6504, 4920, 718, 6362, 7132, 89780, 7037, 6346, 6423, 6368, 8764, 26228, 1191, 55233, 3625, 1389, 3567, 2332, 4038, 5468, 10961, 85363, 3965",291,2.045099786
GO:0010562~positive regulation of phosphorus metabolic process,36,7.66E-05,"7422, 8995, 8313, 3481, 3084, 5618, 355, 2861, 90, 117, 6348, 284654, 7855, 6504, 4920, 718, 6362, 7132, 89780, 7037, 6346, 6423, 6368, 8764, 26228, 1191, 55233, 3625, 1389, 3567, 2332, 4038, 5468, 10961, 85363, 3965",291,2.045099786
GO:0050790~regulation of catalytic activity,52,8.49E-05,"5265, 2152, 3240, 256394, 3481, 3084, 5618, 355, 1378, 117, 6348, 636, 6504, 4920, 5934, 5858, 6362, 6368, 23654, 94033, 1191, 483, 402, 325, 653145, 5468, 3689, 3965, 11116, 7422, 27, 8313, 2167, 7855, 132160, 3699, 51548, 26092, 149708, 340267, 4869, 7076, 89780, 5055, 6423, 6346, 1293, 51191, 26228, 1001, 10961, 5925",291,1.744954323
GO:0032270~positive regulation of cellular protein metabolic process,45,1.67E-04,"7422, 8995, 8313, 2152, 3481, 3084, 5618, 355, 144233, 1378, 2861, 90, 51588, 6348, 284654, 7855, 6504, 4920, 51548, 4602, 718, 4869, 6362, 7132, 89780, 7133, 7037, 6346, 6423, 6368, 8764, 23654, 26228, 1191, 55233, 3625, 1389, 3567, 2332, 4038, 5468, 10961, 85363, 3965, 11337",291,1.791607951
GO:0051247~positive regulation of protein metabolic process,46,3.03E-04,"7422, 8995, 8313, 2152, 3481, 3084, 5618, 355, 144233, 1378, 2861, 90, 51588, 6348, 284654, 7855, 6504, 4920, 51548, 4602, 718, 4869, 6362, 7132, 89780, 7133, 7037, 6346, 6423, 6368, 8764, 23654, 26228, 1191, 55233, 3625, 1389, 3567, 722, 2332, 4038, 5468, 10961, 85363, 3965, 11337",291,1.729791051
GO:0006468~protein phosphorylation,49,4.55E-04,"129685, 3481, 3084, 2192, 5618, 56975, 355, 2861, 90, 6348, 284654, 5699, 6504, 4920, 718, 6362, 7132, 6368, 1191, 1389, 3567, 5468, 3689, 85363, 3965, 11116, 7422, 27, 8995, 8313, 78986, 2167, 7855, 5754, 4869, 89780, 7037, 6423, 6346, 8764, 51191, 91461, 26228, 3625, 55233, 2332, 4038, 10961, 5925",291,1.661070853
GO:0031399~regulation of protein modification process,48,6.00E-04,"7422, 8995, 8313, 3481, 3084, 2192, 5618, 355, 2861, 78986, 90, 2167, 51588, 6348, 284654, 7855, 6504, 4920, 51548, 4602, 718, 4869, 6362, 7132, 89780, 7037, 6346, 6423, 6368, 8764, 23654, 51191, 26228, 1191, 55233, 3625, 1389, 3567, 2332, 4038, 5468, 10961, 3689, 85363, 3965, 11337, 5925, 11116",291,1.651621174
GO:0044093~positive regulation of molecular function,41,8.05E-04,"25805, 7422, 27, 8995, 8313, 2152, 3481, 3084, 5618, 355, 8809, 1378, 51341, 117, 132160, 6348, 7855, 4920, 51548, 26092, 4869, 6362, 89780, 7037, 6346, 6423, 6368, 26228, 94033, 483, 1191, 3567, 567, 2332, 1001, 5468, 10961, 3689, 85363, 3965, 5925",291,1.718918133
GO:0016310~phosphorylation,55,0.001142241,"129685, 3481, 3084, 2192, 5618, 56975, 355, 2861, 90, 6348, 284654, 5699, 6504, 4920, 5934, 718, 6362, 7132, 6368, 23654, 1191, 1389, 3567, 402, 5468, 3689, 85363, 3965, 11116, 7422, 27, 8995, 8313, 1120, 51341, 78986, 2167, 7855, 5754, 51548, 4869, 89780, 7037, 6423, 6346, 8764, 51191, 91461, 26228, 3625, 55233, 2332, 4038, 10961, 5925",291,1.53789112
GO:1902533~positive regulation of intracellular signal transduction,30,0.003017919,"929, 7422, 8995, 2152, 3481, 3084, 5618, 8809, 2861, 117, 51588, 6348, 7855, 6504, 4920, 5617, 6362, 7132, 8740, 7037, 6346, 6368, 3594, 55593, 1191, 3567, 2695, 10961, 85363, 3965",291,1.778810751
GO:0051246~regulation of protein metabolic process,72,0.003121877,"9388, 5265, 2152, 256394, 3481, 3084, 2192, 5618, 51087, 355, 144233, 1378, 2861, 90, 6348, 284654, 6504, 4920, 4602, 718, 5858, 6362, 7132, 7133, 6368, 23654, 1191, 1389, 3567, 325, 653145, 722, 5468, 252839, 3689, 85363, 3965, 11116, 7422, 8995, 8313, 78986, 2167, 51588, 7855, 735, 3699, 51548, 149708, 340267, 4869, 7076, 89780, 9452, 5055, 7037, 6423, 6346, 8764, 1293, 51191, 26228, 3625, 55233, 3426, 347, 2332, 79987, 4038, 10961, 11337, 5925",291,1.376350978
GO:0006796~phosphate-containing compound metabolic process,67,0.004815306,"9388, 129685, 3481, 3084, 2192, 5618, 56975, 355, 2861, 953, 90, 117, 6348, 284654, 5699, 6504, 4920, 5934, 718, 6362, 7132, 9551, 6368, 23654, 84947, 1191, 1389, 3567, 402, 248, 5468, 3689, 85363, 3965, 11116, 9563, 7422, 27, 8995, 8313, 1120, 58490, 4907, 51341, 78986, 2167, 7855, 132160, 5754, 51548, 4869, 89780, 7037, 6423, 6346, 8764, 51191, 91461, 26228, 3625, 55233, 55671, 2332, 4038, 10961, 4879, 5925",291,1.374119403
GO:0043085~positive regulation of catalytic activity,30,0.007540042,"7422, 27, 8313, 2152, 3481, 3084, 5618, 355, 1378, 117, 132160, 6348, 7855, 4920, 51548, 26092, 6362, 89780, 6346, 6423, 6368, 26228, 94033, 483, 1191, 1001, 5468, 10961, 3689, 3965",291,1.664384329
GO:0006793~phosphorus metabolic process,67,0.008966143,"9388, 129685, 3481, 3084, 2192, 5618, 56975, 355, 2861, 953, 90, 117, 6348, 284654, 5699, 6504, 4920, 5934, 718, 6362, 7132, 9551, 6368, 23654, 84947, 1191, 1389, 3567, 402, 248, 5468, 3689, 85363, 3965, 11116, 9563, 7422, 27, 8995, 8313, 1120, 58490, 4907, 51341, 78986, 2167, 7855, 132160, 5754, 51548, 4869, 89780, 7037, 6423, 6346, 8764, 51191, 91461, 26228, 3625, 55233, 55671, 2332, 4038, 10961, 4879, 5925",291,1.336958722
GO:0009893~positive regulation of metabolic process,76,0.011503954,"8178, 129685, 2152, 3481, 3084, 2192, 5618, 10613, 355, 144233, 3512, 80326, 1378, 2861, 90, 117, 6348, 284654, 50674, 6504, 4920, 4602, 718, 5617, 6362, 7132, 7133, 22926, 6368, 23654, 3371, 94033, 3172, 1191, 27179, 1389, 3567, 3929, 722, 5468, 3689, 85363, 3965, 25805, 7422, 27, 8995, 8313, 28514, 58490, 51588, 7855, 132160, 51548, 4901, 4869, 7593, 89780, 8289, 7037, 6423, 6346, 8764, 3394, 26228, 3625, 55233, 1645, 1401, 1840, 2332, 1001, 4038, 10961, 11337, 5925",291,1.290483006
GO:0032268~regulation of cellular protein metabolic process,65,0.014499362,"5265, 2152, 256394, 3481, 3084, 2192, 5618, 51087, 355, 144233, 1378, 2861, 90, 6348, 284654, 6504, 4920, 4602, 718, 5858, 6362, 7132, 7133, 6368, 23654, 1191, 1389, 3567, 653145, 722, 5468, 3689, 85363, 3965, 11116, 7422, 8995, 8313, 78986, 2167, 51588, 7855, 3699, 51548, 149708, 340267, 4869, 7076, 89780, 5055, 7037, 6423, 6346, 8764, 1293, 51191, 26228, 3625, 55233, 2332, 79987, 4038, 10961, 11337, 5925",291,1.314828132
GO:0043408~regulation of MAPK cascade,19,0.026533046,"6362, 7422, 6368, 6346, 6423, 3481, 3084, 2192, 355, 2861, 78986, 6348, 7855, 5468, 6504, 4920, 10961, 85363, 3965",291,1.735584263
GO:0010604~positive regulation of macromolecule metabolic process,68,0.028682047,"8178, 129685, 2152, 3481, 3084, 2192, 5618, 10613, 355, 144233, 80326, 1378, 2861, 90, 6348, 284654, 50674, 6504, 4920, 4602, 718, 5617, 6362, 7132, 7133, 22926, 6368, 23654, 3371, 3172, 1191, 27179, 1389, 3567, 722, 5468, 85363, 3965, 25805, 7422, 8995, 8313, 28514, 58490, 51588, 7855, 51548, 4901, 4869, 7593, 89780, 8289, 7037, 6423, 6346, 8764, 3394, 26228, 3625, 55233, 1401, 1840, 2332, 1001, 4038, 10961, 11337, 5925",291,1.260342607
GO:1902531~regulation of intracellular signal transduction,40,0.038542436,"929, 7422, 27, 8995, 2152, 3481, 3084, 2192, 396, 5618, 355, 8809, 2861, 78986, 117, 3135, 51588, 6348, 7855, 6504, 4920, 5617, 6362, 7132, 8740, 84270, 7037, 6346, 6423, 6368, 3594, 55593, 1191, 3567, 2695, 5468, 10961, 85363, 3965, 11337",291,1.362933498
GO:0043410~positive regulation of MAPK cascade,14,0.043169499,"6362, 7422, 6368, 6346, 3481, 3084, 2861, 6348, 7855, 6504, 4920, 10961, 85363, 3965",291,1.83377729
GO:0000165~MAPK cascade,20,0.047670806,"6362, 7422, 6368, 6346, 6423, 3481, 3084, 2192, 355, 2861, 78986, 6348, 7855, 5699, 5468, 6504, 4920, 10961, 85363, 3965",291,1.588730495
GO:0023014~signal transduction by protein phosphorylation,20,0.047670806,"6362, 7422, 6368, 6346, 6423, 3481, 3084, 2192, 355, 2861, 78986, 6348, 7855, 5699, 5468, 6504, 4920, 10961, 85363, 3965",291,1.588730495
GO:0070372~regulation of ERK1 and ERK2 cascade,10,0.056498736,"6362, 7422, 6368, 6346, 78986, 6348, 6504, 3965, 3084, 2192",291,2.049658479
GO:0070371~ERK1 and ERK2 cascade,10,0.059367355,"6362, 7422, 6368, 6346, 78986, 6348, 6504, 3965, 3084, 2192",291,2.030854272
GO:0031325~positive regulation of cellular metabolic process,66,0.063721874,"8178, 129685, 2152, 3481, 3084, 5618, 10613, 355, 144233, 1378, 2861, 90, 117, 6348, 284654, 50674, 6504, 4920, 4602, 718, 5617, 6362, 7132, 7133, 22926, 6368, 23654, 3172, 1191, 1389, 3567, 5468, 3689, 85363, 3965, 25805, 7422, 8995, 8313, 28514, 58490, 51588, 7855, 51548, 4901, 4869, 7593, 89780, 8289, 7037, 6423, 6346, 8764, 3394, 26228, 3625, 55233, 1645, 1401, 1840, 2332, 1001, 4038, 10961, 11337, 5925",291,1.210770633
GO:0035556~intracellular signal transduction,49,0.193316118,"2152, 3481, 3084, 2192, 396, 5618, 355, 8809, 2861, 117, 6348, 5699, 6504, 4920, 399694, 5617, 6362, 7132, 8740, 84270, 7133, 6368, 7412, 1191, 3567, 5468, 85363, 3965, 929, 7422, 27, 8995, 3936, 78986, 3135, 51588, 7855, 11123, 7037, 6423, 6346, 3594, 55593, 55233, 2695, 10961, 4879, 11337, 5925",291,1.15268785
GO:0006464~cellular protein modification process,66,0.260649199,"129685, 3481, 3084, 2192, 5618, 56975, 355, 2861, 90, 6348, 284654, 5699, 6504, 4920, 4602, 718, 6362, 7132, 6368, 2683, 23654, 1191, 1389, 3567, 79369, 5468, 3689, 85363, 3965, 11116, 7422, 64772, 27, 28, 8995, 8313, 58490, 5480, 78986, 2167, 51588, 7855, 132160, 5754, 51548, 4869, 89780, 7037, 6423, 6346, 8764, 55593, 51191, 91461, 26228, 3625, 55233, 80176, 55671, 1840, 2332, 51434, 4038, 10961, 11337, 5925",291,1.093287526
GO:0036211~protein modification process,66,0.261368051,"129685, 3481, 3084, 2192, 5618, 56975, 355, 2861, 90, 6348, 284654, 5699, 6504, 4920, 4602, 718, 6362, 7132, 6368, 2683, 23654, 1191, 1389, 3567, 79369, 5468, 3689, 85363, 3965, 11116, 7422, 64772, 27, 28, 8995, 8313, 58490, 5480, 78986, 2167, 51588, 7855, 132160, 5754, 51548, 4869, 89780, 7037, 6423, 6346, 8764, 55593, 51191, 91461, 26228, 3625, 55233, 80176, 55671, 1840, 2332, 51434, 4038, 10961, 11337, 5925",291,1.093014885
GO:0045600~positive regulation of fat cell differentiation,7,7.39E-04,"27120, 284207, 1389, 6423, 8313, 5468, 51548",291,6.456424208
GO:0045444~fat cell differentiation,12,0.001129657,"27120, 51052, 89780, 3625, 284207, 1389, 51341, 6423, 2167, 8313, 5468, 51548",291,3.293005027
GO:0045598~regulation of fat cell differentiation,9,0.002126586,"27120, 89780, 129685, 284207, 1389, 6423, 8313, 5468, 51548",291,3.932107976
GO:0032102~negative regulation of response to external stimulus,17,7.54E-04,"7132, 89780, 5055, 6288, 26228, 145581, 285, 83999, 284207, 4907, 325, 347, 5654, 5468, 727, 5627, 5925",291,2.650121808
GO:0031348~negative regulation of defense response,13,0.003405163,"7132, 6288, 145581, 1378, 284207, 4907, 325, 347, 3135, 5654, 5468, 3965, 5925",291,2.697862973
GO:0050728~negative regulation of inflammatory response,9,0.018927263,"7132, 284207, 4907, 6288, 325, 347, 5468, 5925, 145581",291,2.704436255
GO:0018108~peptidyl-tyrosine phosphorylation,15,1.58E-04,"7132, 89780, 7422, 27, 6423, 8995, 8764, 91461, 26228, 3481, 3084, 5618, 3567, 90, 4038",291,3.376725494
GO:0018212~peptidyl-tyrosine modification,15,1.76E-04,"7132, 89780, 7422, 27, 6423, 8995, 8764, 91461, 26228, 3481, 3084, 5618, 3567, 90, 4038",291,3.342731613
GO:0050730~regulation of peptidyl-tyrosine phosphorylation,13,5.56E-04,"7132, 89780, 7422, 6423, 8995, 8764, 26228, 3481, 3084, 3567, 90, 4038, 3689",291,3.346186633
GO:0050731~positive regulation of peptidyl-tyrosine phosphorylation,11,5.70E-04,"7132, 89780, 7422, 3567, 8995, 90, 8764, 4038, 26228, 3481, 3084",291,3.885629158
GO:0018193~peptidyl-amino acid modification,20,0.496458202,"7132, 89780, 7037, 7422, 27, 6423, 8995, 8764, 91461, 26228, 3481, 3084, 5480, 5618, 1389, 3567, 90, 51588, 4038, 4602",291,1.069387032
GO:0060828~regulation of canonical Wnt signaling pathway,15,1.58E-04,"89780, 25805, 6423, 8313, 55593, 27120, 2348, 83999, 1001, 284654, 5699, 4038, 5754, 252839, 4920",291,3.376725494
GO:0060070~canonical Wnt signaling pathway,16,1.87E-04,"89780, 25805, 6423, 8313, 55593, 27120, 83999, 80326, 1001, 284654, 7855, 5699, 4038, 5754, 252839, 4920",291,3.152946455
GO:0007267~cell-cell signaling,44,3.36E-04,"25805, 3780, 8995, 8313, 28514, 3084, 2922, 27120, 2348, 83999, 80326, 51588, 6348, 284654, 7855, 5699, 5754, 4920, 51548, 718, 6362, 89780, 4283, 6863, 6423, 6368, 9456, 55593, 3371, 3172, 3625, 27253, 2796, 2695, 2332, 1001, 5764, 4038, 5468, 252839, 8839, 3689, 11337, 140606",291,1.749696483
GO:0090263~positive regulation of canonical Wnt signaling pathway,9,0.001048186,"89780, 25805, 6423, 1001, 284654, 5699, 5754, 252839, 4920",291,4.394708914
GO:0016055~Wnt signaling pathway,18,0.001185312,"89780, 25805, 6423, 8313, 55593, 27120, 2348, 83999, 80326, 1001, 51588, 284654, 7855, 5699, 4038, 5754, 252839, 4920",291,2.449509887
GO:0198738~cell-cell signaling by wnt,18,0.001243827,"89780, 25805, 6423, 8313, 55593, 27120, 2348, 83999, 80326, 1001, 51588, 284654, 7855, 5699, 4038, 5754, 252839, 4920",291,2.439511887
GO:0030111~regulation of Wnt signaling pathway,15,0.001747386,"89780, 25805, 6423, 8313, 55593, 27120, 2348, 83999, 1001, 284654, 5699, 4038, 5754, 252839, 4920",291,2.649292608
GO:1905114~cell surface receptor signaling pathway involved in cell-cell signaling,19,0.003448847,"89780, 25805, 6423, 8313, 55593, 27120, 2348, 83999, 80326, 1001, 51588, 284654, 7855, 5699, 4038, 5754, 252839, 4920, 718",291,2.149522589
GO:0030177~positive regulation of Wnt signaling pathway,9,0.004884869,"89780, 25805, 6423, 1001, 284654, 5699, 5754, 252839, 4920",291,3.434944899
GO:0090090~negative regulation of canonical Wnt signaling pathway,8,0.015433344,"27120, 83999, 6423, 8313, 5699, 4038, 4920, 55593",291,3.088787661
GO:0030178~negative regulation of Wnt signaling pathway,8,0.036588055,"27120, 83999, 6423, 8313, 5699, 4038, 4920, 55593",291,2.578987756
GO:0030162~regulation of proteolysis,29,9.91E-06,"5265, 7422, 8313, 2152, 256394, 355, 1378, 735, 3699, 51548, 149708, 718, 5858, 340267, 7076, 89780, 7133, 5055, 6423, 1293, 1191, 3426, 653145, 722, 2332, 79987, 5468, 3965, 11337",291,2.560982854
GO:0010466~negative regulation of peptidase activity,13,2.04E-04,"7076, 5055, 5265, 7422, 6423, 1293, 256394, 1378, 653145, 3699, 149708, 5858, 340267",291,3.737299356
GO:0044092~negative regulation of molecular function,32,2.57E-04,"8751, 5265, 7422, 3240, 256394, 2922, 2669, 1378, 2167, 51588, 636, 81494, 3699, 149708, 5858, 340267, 4869, 5195, 7076, 5055, 6423, 6368, 3078, 1293, 325, 653145, 402, 567, 2332, 5468, 5925, 11116",291,2.023891343
GO:0052547~regulation of peptidase activity,18,2.74E-04,"7076, 89780, 5055, 5265, 7422, 6423, 2152, 1293, 256394, 355, 1378, 653145, 5468, 3699, 149708, 3965, 5858, 340267",291,2.792899123
GO:0051346~negative regulation of hydrolase activity,16,4.01E-04,"7076, 5055, 5265, 7422, 6423, 1293, 256394, 1378, 325, 653145, 402, 636, 3699, 149708, 5858, 340267",291,2.935201534
GO:0051336~regulation of hydrolase activity,32,4.30E-04,"5265, 7422, 27, 2152, 256394, 355, 1378, 117, 6348, 636, 3699, 51548, 26092, 149708, 5858, 340267, 4869, 6362, 7076, 89780, 5055, 6346, 6423, 6368, 1293, 23654, 483, 325, 653145, 402, 5468, 3965",291,1.964035038
GO:0045861~negative regulation of proteolysis,15,6.62E-04,"7076, 5055, 5265, 7422, 6423, 1293, 256394, 1378, 653145, 79987, 722, 3699, 149708, 5858, 340267",291,2.929805943
GO:0043086~negative regulation of catalytic activity,22,0.00153146,"7076, 5055, 5265, 7422, 6423, 3240, 1293, 256394, 1378, 325, 653145, 402, 2167, 636, 5468, 3699, 149708, 5858, 340267, 4869, 5925, 11116",291,2.145369403
GO:0052548~regulation of endopeptidase activity,13,0.004562344,"7076, 89780, 5055, 5265, 7422, 6423, 2152, 256394, 355, 1378, 653145, 5468, 3965",291,2.600349853
GO:0010951~negative regulation of endopeptidase activity,8,0.008144994,"7076, 5055, 5265, 1378, 7422, 653145, 6423, 256394",291,3.49520709
GO:0051248~negative regulation of protein metabolic process,29,0.328265224,"5265, 7422, 256394, 3084, 2192, 144233, 1378, 78986, 2167, 3699, 149708, 5858, 340267, 4869, 7076, 9452, 5055, 6423, 1293, 1191, 325, 653145, 347, 722, 2332, 79987, 5468, 5925, 11116",291,1.134192642
GO:0031324~negative regulation of cellular metabolic process,50,0.506523976,"5265, 6432, 3240, 256394, 3481, 3084, 2192, 27120, 10613, 144233, 1378, 6348, 50674, 4602, 284252, 5858, 5195, 3172, 1191, 325, 653145, 722, 5468, 3689, 11116, 7422, 65986, 51341, 78986, 2167, 51588, 4664, 3699, 51548, 149708, 340267, 4869, 7076, 7593, 9452, 5055, 7556, 6423, 1293, 3394, 26228, 347, 2332, 79987, 5925",291,1.022934915
GO:0032269~negative regulation of cellular protein metabolic process,24,0.64709033,"7076, 5055, 5265, 7422, 6423, 1293, 256394, 2192, 144233, 1378, 653145, 78986, 79987, 722, 2167, 2332, 5468, 3699, 149708, 5858, 340267, 4869, 5925, 11116",291,0.980808882
GO:0050830~defense response to Gram-positive bacterium,9,7.81E-04,"1401, 6035, 3929, 6038, 567, 6863, 8764, 6039, 2220",291,4.597541634
GO:0042742~defense response to bacterium,15,0.004651727,"7132, 6035, 6863, 6038, 8764, 2220, 3394, 3240, 613209, 1401, 3512, 3929, 567, 6039, 149708",291,2.371747668
GO:0050829~defense response to Gram-negative bacterium,6,0.01675496,"3929, 567, 6863, 8764, 6039, 2220",291,4.024783922
GO:0050766~positive regulation of phagocytosis,7,0.001053378,"146722, 2220, 5468, 10960, 26228, 717, 718",291,6.037175883
GO:2000427~positive regulation of apoptotic cell clearance,3,0.005919647,"146722, 717, 718",291,24.90335052
GO:2000425~regulation of apoptotic cell clearance,3,0.011287606,"146722, 717, 718",291,18.11152765
GO:0043277~apoptotic cell clearance,4,0.039075148,"146722, 2220, 717, 718",291,5.312714777
GO:0048585~negative regulation of response to stimulus,51,4.74E-05,"3084, 2192, 27120, 83999, 144233, 1378, 2861, 90, 5654, 5699, 636, 6504, 4920, 7132, 84270, 6288, 4189, 285, 1191, 145581, 284207, 325, 722, 5468, 727, 3965, 5627, 23625, 25805, 27, 8995, 8313, 28514, 80739, 4907, 51341, 78986, 3135, 51588, 51548, 89780, 5055, 6423, 8764, 55593, 26228, 347, 146722, 79987, 4038, 5925",291,1.798648789
GO:0010648~negative regulation of cell communication,34,0.021386438,"23625, 25805, 27, 8313, 28514, 3084, 80739, 2192, 27120, 83999, 51341, 78986, 90, 3135, 51588, 5654, 5699, 636, 6504, 4920, 84270, 6423, 4189, 55593, 26228, 1191, 3625, 27253, 347, 2332, 146722, 4038, 5468, 5925",291,1.480592643
GO:0023057~negative regulation of signaling,34,0.022415661,"23625, 25805, 27, 8313, 28514, 3084, 80739, 2192, 27120, 83999, 51341, 78986, 90, 3135, 51588, 5654, 5699, 636, 6504, 4920, 84270, 6423, 4189, 55593, 26228, 1191, 3625, 27253, 347, 2332, 146722, 4038, 5468, 5925",291,1.475754105
GO:0009968~negative regulation of signal transduction,31,0.035244796,"23625, 25805, 27, 8313, 28514, 3084, 80739, 2192, 27120, 83999, 51341, 78986, 90, 3135, 51588, 5654, 5699, 636, 6504, 4920, 84270, 6423, 4189, 55593, 26228, 1191, 347, 146722, 4038, 5468, 5925",291,1.453867921
GO:0048646~anatomical structure formation involved in morphogenesis,37,1.80E-04,"8751, 7422, 8313, 28514, 2152, 80739, 56975, 2348, 79798, 90, 3135, 5654, 7855, 5754, 4920, 51548, 4327, 8828, 718, 5617, 8740, 89780, 4283, 7058, 6423, 6247, 2683, 23654, 285, 84957, 347, 3909, 5468, 727, 3689, 4879, 1306",291,1.934748491
GO:0022603~regulation of anatomical structure morphogenesis,33,7.99E-04,"25805, 7422, 28514, 2152, 2192, 80326, 90, 3135, 6348, 5699, 50674, 5754, 4920, 51548, 718, 5617, 7132, 8740, 89780, 4283, 7133, 7037, 7058, 6423, 23654, 3172, 285, 5764, 4038, 5468, 727, 3689, 4879",291,1.868282051
GO:0001525~angiogenesis,21,0.001188207,"8751, 7422, 7058, 6423, 28514, 2683, 2152, 285, 347, 90, 3135, 7855, 5468, 4327, 727, 8828, 51548, 718, 4879, 5617, 1306",291,2.242102297
GO:0048514~blood vessel morphogenesis,22,0.002778866,"8751, 7422, 7058, 6423, 28514, 2683, 2152, 285, 2348, 347, 90, 3135, 7855, 5468, 4327, 727, 8828, 51548, 718, 4879, 5617, 1306",291,2.040497994
GO:0001944~vasculature development,24,0.005059828,"8751, 7422, 7058, 6423, 28514, 2683, 2152, 285, 2348, 347, 79987, 90, 3135, 7855, 5754, 5468, 4327, 727, 8828, 51548, 718, 4879, 5617, 1306",291,1.866293247
GO:0072358~cardiovascular system development,24,0.005059828,"8751, 7422, 7058, 6423, 28514, 2683, 2152, 285, 2348, 347, 79987, 90, 3135, 7855, 5754, 5468, 4327, 727, 8828, 51548, 718, 4879, 5617, 1306",291,1.866293247
GO:0001568~blood vessel development,23,0.005334387,"8751, 7422, 7058, 6423, 28514, 2683, 2152, 285, 2348, 347, 90, 3135, 7855, 5754, 5468, 4327, 727, 8828, 51548, 718, 4879, 5617, 1306",291,1.890353339
GO:0072359~circulatory system development,31,0.007509152,"8751, 7422, 8313, 28514, 2152, 3084, 2348, 90, 3135, 7855, 5754, 51548, 4327, 8828, 718, 5617, 7132, 89780, 7133, 7058, 6423, 7412, 2683, 285, 347, 79987, 5468, 727, 4879, 1306, 5925",291,1.646941581
