GO_Term,count,PValue,Genes,List_total,Fold_enrichment,Entrez_gene_symbol
GO:0043281~regulation of cysteine-type endopeptidase activity involved in apoptotic process,14,0.000384,"64780, 6197, 4088, 5894, 1490, 3329, 5607, 572, 2876, 10550, 207, 9647, 6714, 10049",416,3.268143603,"['MICAL1', 'RPS6KA3', 'SMAD3', 'RAF1', 'CCN2', 'HSPD1', 'MAP2K5', 'BAD', 'GPX1', 'ARL6IP5', 'AKT1', 'PPM1F', 'SRC', 'DNAJB6']"
GO:2000116~regulation of cysteine-type endopeptidase activity,15,0.000517,"64780, 6197, 4088, 5894, 1490, 3329, 5607, 572, 2876, 10550, 207, 9647, 8767, 6714, 10049",416,3.003512517,"['MICAL1', 'RPS6KA3', 'SMAD3', 'RAF1', 'CCN2', 'HSPD1', 'MAP2K5', 'BAD', 'GPX1', 'ARL6IP5', 'AKT1', 'PPM1F', 'RIPK2', 'SRC', 'DNAJB6']"
GO:0043154~negative regulation of cysteine-type endopeptidase activity involved in apoptotic process,8,0.000629,"6197, 5607, 64780, 2876, 5894, 207, 6714, 10049",416,5.465214932,"['RPS6KA3', 'MAP2K5', 'MICAL1', 'GPX1', 'RAF1', 'AKT1', 'SRC', 'DNAJB6']"
GO:0052548~regulation of endopeptidase activity,18,0.000892,"64780, 6197, 4088, 5894, 6774, 1490, 3329, 5607, 572, 2876, 79444, 2597, 10550, 207, 9647, 8767, 6714, 10049",416,2.518608086,"['MICAL1', 'RPS6KA3', 'SMAD3', 'RAF1', 'STAT3', 'CCN2', 'HSPD1', 'MAP2K5', 'BAD', 'GPX1', 'BIRC7', 'GAPDH', 'ARL6IP5', 'AKT1', 'PPM1F', 'RIPK2', 'SRC', 'DNAJB6']"
GO:2000117~negative regulation of cysteine-type endopeptidase activity,8,0.001777514,"6197, 5607, 64780, 2876, 5894, 207, 6714, 10049",416,4.588081671,"['RPS6KA3', 'MAP2K5', 'MICAL1', 'GPX1', 'RAF1', 'AKT1', 'SRC', 'DNAJB6']"
GO:0052547~regulation of peptidase activity,20,0.002408641,"64780, 6197, 4088, 4067, 5894, 5037, 6774, 1490, 3329, 5607, 572, 2876, 79444, 2597, 10550, 207, 9647, 8767, 6714, 10049",416,2.17076294,"['MICAL1', 'RPS6KA3', 'SMAD3', 'LYN', 'RAF1', 'PEBP1', 'STAT3', 'CCN2', 'HSPD1', 'MAP2K5', 'BAD', 'GPX1', 'BIRC7', 'GAPDH', 'ARL6IP5', 'AKT1', 'PPM1F', 'RIPK2', 'SRC', 'DNAJB6']"
GO:0051346~negative regulation of hydrolase activity,16,0.012022434,"64780, 6197, 5894, 9049, 5037, 261726, 5607, 2932, 2876, 79444, 2597, 207, 5524, 6714, 10105, 10049",416,2.053229919,"['MICAL1', 'RPS6KA3', 'RAF1', 'AIP', 'PEBP1', 'TIPRL', 'MAP2K5', 'GSK3B', 'GPX1', 'BIRC7', 'GAPDH', 'AKT1', 'PTPA', 'SRC', 'PPIF', 'DNAJB6']"
GO:0010951~negative regulation of endopeptidase activity,9,0.01706343,"6197, 5607, 64780, 2876, 2597, 5894, 207, 6714, 10049",416,2.750585147,"['RPS6KA3', 'MAP2K5', 'MICAL1', 'GPX1', 'GAPDH', 'RAF1', 'AKT1', 'SRC', 'DNAJB6']"
GO:0010466~negative regulation of peptidase activity,11,0.027946905,"6197, 5607, 64780, 2876, 79444, 2597, 5894, 5037, 207, 6714, 10049",416,2.212110806,"['RPS6KA3', 'MAP2K5', 'MICAL1', 'GPX1', 'BIRC7', 'GAPDH', 'RAF1', 'PEBP1', 'AKT1', 'SRC', 'DNAJB6']"
GO:0045861~negative regulation of proteolysis,14,0.032972552,"64780, 6197, 5894, 5037, 2272, 9097, 5607, 2876, 79444, 2597, 51377, 207, 6714, 10049",416,1.912825226,"['MICAL1', 'RPS6KA3', 'RAF1', 'PEBP1', 'FHIT', 'USP14', 'MAP2K5', 'GPX1', 'BIRC7', 'GAPDH', 'UCHL5', 'AKT1', 'SRC', 'DNAJB6']"
GO:0010952~positive regulation of peptidase activity,9,0.056965174,"3329, 572, 4088, 4067, 6774, 10550, 9647, 8767, 1490",416,2.16626395,"['HSPD1', 'BAD', 'SMAD3', 'LYN', 'STAT3', 'ARL6IP5', 'PPM1F', 'RIPK2', 'CCN2']"
GO:0010950~positive regulation of endopeptidase activity,8,0.07629723,"3329, 572, 4088, 6774, 10550, 9647, 8767, 1490",416,2.173301844,"['HSPD1', 'BAD', 'SMAD3', 'STAT3', 'ARL6IP5', 'PPM1F', 'RIPK2', 'CCN2']"
GO:2001056~positive regulation of cysteine-type endopeptidase activity,7,0.102343475,"3329, 572, 4088, 10550, 9647, 8767, 1490",416,2.182418043,"['HSPD1', 'BAD', 'SMAD3', 'ARL6IP5', 'PPM1F', 'RIPK2', 'CCN2']"
GO:0043280~positive regulation of cysteine-type endopeptidase activity involved in apoptotic process,6,0.148340285,"3329, 572, 4088, 10550, 9647, 1490",416,2.144045858,"['HSPD1', 'BAD', 'SMAD3', 'ARL6IP5', 'PPM1F', 'CCN2']"
GO:0034405~response to fluid shear stress,3,0.180584308,"5607, 207, 6714",416,3.87119391,"['MAP2K5', 'AKT1', 'SRC']"
GO:0006919~activation of cysteine-type endopeptidase activity involved in apoptotic process,3,0.534951823,"3329, 572, 4088",416,1.679072057,"['HSPD1', 'BAD', 'SMAD3']"
GO:0006418~tRNA aminoacylation for protein translation,6,0.002431378,"55157, 9146, 4141, 8565, 4677, 1615",416,6.334680944,"['DARS2', 'HGS', 'MARS1', 'YARS1', 'NARS1', 'DARS1']"
GO:0043039~tRNA aminoacylation,6,0.00357479,"55157, 9146, 4141, 8565, 4677, 1615",416,5.806790865,"['DARS2', 'HGS', 'MARS1', 'YARS1', 'NARS1', 'DARS1']"
GO:0043038~amino acid activation,6,0.003912166,"55157, 9146, 4141, 8565, 4677, 1615",416,5.688284929,"['DARS2', 'HGS', 'MARS1', 'YARS1', 'NARS1', 'DARS1']"
GO:0006399~tRNA metabolic process,9,0.075109434,"55157, 9146, 4141, 3028, 8565, 112487, 112970, 4677, 1615",416,2.039458255,"['DARS2', 'HGS', 'MARS1', 'HSD17B10', 'YARS1', 'DTD2', 'KTI12', 'NARS1', 'DARS1']"
GO:0051081~nuclear envelope disassembly,3,0.022258819,"81565, 5578, 5579",416,12.66936189,"['NDEL1', 'PRKCA', 'PRKCB']"
GO:0030397~membrane disassembly,3,0.026336115,"81565, 5578, 5579",416,11.61358173,"['NDEL1', 'PRKCA', 'PRKCB']"
GO:0070997~neuron death,23,1.54e-05,"8883, 5584, 6477, 116986, 3068, 163, 1965, 572, 2932, 673, 596, 2876, 3458, 2730, 2597, 10550, 867, 8517, 207, 208, 135112, 10314, 2539",416,2.919260982,"['NAE1', 'PRKCI', 'SIAH1', 'AGAP2', 'HDGF', 'AP2B1', 'EIF2S1', 'BAD', 'GSK3B', 'BRAF', 'BCL2', 'GPX1', 'IFNG', 'GCLM', 'GAPDH', 'ARL6IP5', 'CBL', 'IKBKG', 'AKT1', 'AKT2', 'NCOA7', 'LANCL1', 'G6PD']"
GO:1901214~regulation of neuron death,18,0.000921,"8883, 5584, 116986, 3068, 163, 1965, 572, 2932, 673, 596, 3458, 2730, 867, 8517, 207, 135112, 10314, 2539",416,2.511044699,"['NAE1', 'PRKCI', 'AGAP2', 'HDGF', 'AP2B1', 'EIF2S1', 'BAD', 'GSK3B', 'BRAF', 'BCL2', 'IFNG', 'GCLM', 'CBL', 'IKBKG', 'AKT1', 'NCOA7', 'LANCL1', 'G6PD']"
GO:1901215~negative regulation of neuron death,12,0.009292234,"2932, 673, 596, 5584, 2730, 116986, 3068, 867, 8517, 207, 135112, 163",416,2.488624657,"['GSK3B', 'BRAF', 'BCL2', 'PRKCI', 'GCLM', 'AGAP2', 'HDGF', 'CBL', 'IKBKG', 'AKT1', 'NCOA7', 'AP2B1']"
GO:0051402~neuron apoptotic process,11,0.04983229,"8883, 673, 596, 2876, 5584, 2730, 2597, 6477, 116986, 3068, 208",416,1.99608436,"['NAE1', 'BRAF', 'BCL2', 'GPX1', 'PRKCI', 'GCLM', 'GAPDH', 'SIAH1', 'AGAP2', 'HDGF', 'AKT2']"
GO:0043523~regulation of neuron apoptotic process,9,0.125053134,"8883, 673, 596, 5584, 2730, 116986, 3068, 10314, 2539",416,1.809908841,"['NAE1', 'BRAF', 'BCL2', 'PRKCI', 'GCLM', 'AGAP2', 'HDGF', 'LANCL1', 'G6PD']"
GO:0043524~negative regulation of neuron apoptotic process,6,0.260902015,"673, 596, 5584, 2730, 116986, 3068",416,1.74203726,"['BRAF', 'BCL2', 'PRKCI', 'GCLM', 'AGAP2', 'HDGF']"
GO:0032984~macromolecular complex disassembly,19,1.12e-06,"64780, 8562, 6456, 9798, 8775, 55192, 1072, 2932, 79752, 57026, 27243, 11034, 119, 6457, 51534, 3831, 56648, 27183, 829",416,4.067429546,"['MICAL1', 'DENR', 'SH3GL2', 'IST1', 'NAPA', 'DNAJC17', 'CFL1', 'GSK3B', 'ZFAND1', 'PDXP', 'CHMP2A', 'DSTN', 'ADD2', 'SH3GL3', 'VTA1', 'KLC1', 'EIF5A2', 'VPS4A', 'CAPZA1']"
GO:0043241~protein complex disassembly,15,2.8e-05,"64780, 6456, 9798, 8775, 1072, 2932, 57026, 27243, 11034, 119, 6457, 51534, 56648, 27183, 829",416,3.95917559,"['MICAL1', 'SH3GL2', 'IST1', 'NAPA', 'CFL1', 'GSK3B', 'PDXP', 'CHMP2A', 'DSTN', 'ADD2', 'SH3GL3', 'VTA1', 'EIF5A2', 'VPS4A', 'CAPZA1']"
GO:0022411~cellular component disassembly,23,0.000197,"64780, 8562, 10193, 6456, 9798, 8775, 55192, 1072, 2932, 79752, 57026, 27243, 81565, 11034, 5578, 119, 6457, 5579, 51534, 3831, 56648, 27183, 829",416,2.456205791,"['MICAL1', 'DENR', 'RNF41', 'SH3GL2', 'IST1', 'NAPA', 'DNAJC17', 'CFL1', 'GSK3B', 'ZFAND1', 'PDXP', 'CHMP2A', 'NDEL1', 'DSTN', 'PRKCA', 'ADD2', 'SH3GL3', 'PRKCB', 'VTA1', 'KLC1', 'EIF5A2', 'VPS4A', 'CAPZA1']"
GO:0043624~cellular protein complex disassembly,11,0.001375091,"64780, 57026, 6456, 8775, 11034, 119, 6457, 1072, 56648, 27183, 829",416,3.45268646,"['MICAL1', 'PDXP', 'SH3GL2', 'NAPA', 'DSTN', 'ADD2', 'SH3GL3', 'CFL1', 'EIF5A2', 'VPS4A', 'CAPZA1']"
GO:0051261~protein depolymerization,9,0.005349394,"64780, 57026, 6456, 11034, 119, 6457, 1072, 27183, 829",416,3.371685019,"['MICAL1', 'PDXP', 'SH3GL2', 'DSTN', 'ADD2', 'SH3GL3', 'CFL1', 'VPS4A', 'CAPZA1']"
GO:0030042~actin filament depolymerization,6,0.009907752,"64780, 57026, 11034, 119, 1072, 829",416,4.569278058,"['MICAL1', 'PDXP', 'DSTN', 'ADD2', 'CFL1', 'CAPZA1']"
GO:0030834~regulation of actin filament depolymerization,4,0.123636324,"57026, 11034, 119, 829",416,3.259952767,"['PDXP', 'DSTN', 'ADD2', 'CAPZA1']"
GO:0043244~regulation of protein complex disassembly,5,0.238977992,"57026, 11034, 119, 56648, 829",416,2.002341678,"['PDXP', 'DSTN', 'ADD2', 'EIF5A2', 'CAPZA1']"
GO:0008154~actin polymerization or depolymerization,8,0.243015606,"64780, 7454, 57026, 11034, 119, 2241, 1072, 829",416,1.574722947,"['MICAL1', 'WAS', 'PDXP', 'DSTN', 'ADD2', 'FER', 'CFL1', 'CAPZA1']"
GO:1901879~regulation of protein depolymerization,4,0.334297029,"57026, 11034, 119, 829",416,1.95597166,"['PDXP', 'DSTN', 'ADD2', 'CAPZA1']"
GO:0008064~regulation of actin polymerization or depolymerization,6,0.449700411,"7454, 57026, 11034, 119, 2241, 829",416,1.353038648,"['WAS', 'PDXP', 'DSTN', 'ADD2', 'FER', 'CAPZA1']"
GO:0030832~regulation of actin filament length,6,0.46481328,"7454, 57026, 11034, 119, 2241, 829",416,1.333617041,"['WAS', 'PDXP', 'DSTN', 'ADD2', 'FER', 'CAPZA1']"
GO:0046112~nucleobase biosynthetic process,4,0.007377466,"1503, 8833, 3251, 6470",416,9.7798583,"['CTPS1', 'GMPS', 'HPRT1', 'SHMT1']"
GO:0042440~pigment metabolic process,7,0.011696097,"596, 644, 8833, 7390, 3251, 6470, 26060",416,3.695230551,"['BCL2', 'BLVRA', 'GMPS', 'UROS', 'HPRT1', 'SHMT1', 'APPL1']"
GO:0009113~purine nucleobase biosynthetic process,3,0.018471194,"8833, 3251, 6470",416,13.93629808,"['GMPS', 'HPRT1', 'SHMT1']"
GO:0046148~pigment biosynthetic process,5,0.051000102,"8833, 7390, 3251, 6470, 26060",416,3.573409763,"['GMPS', 'UROS', 'HPRT1', 'SHMT1', 'APPL1']"
GO:1903050~regulation of proteolysis involved in cellular protein catabolic process,14,0.001203731,"3093, 2272, 9097, 2932, 1017, 2876, 1950, 51377, 2332, 7337, 207, 5601, 5702, 9817",416,2.890491453,"['UBE2K', 'FHIT', 'USP14', 'GSK3B', 'CDK2', 'GPX1', 'EGF', 'UCHL5', 'FMR1', 'UBE3A', 'AKT1', 'MAPK9', 'PSMC3', 'KEAP1']"
GO:1903362~regulation of cellular protein catabolic process,15,0.001606498,"3093, 9101, 2272, 9097, 2932, 1017, 2876, 1950, 51377, 2332, 7337, 207, 5601, 5702, 9817",416,2.669788904,"['UBE2K', 'USP8', 'FHIT', 'USP14', 'GSK3B', 'CDK2', 'GPX1', 'EGF', 'UCHL5', 'FMR1', 'UBE3A', 'AKT1', 'MAPK9', 'PSMC3', 'KEAP1']"
GO:0061136~regulation of proteasomal protein catabolic process,12,0.002540371,"3093, 2932, 1017, 2876, 51377, 2332, 207, 5601, 2272, 5702, 9817, 9097",416,2.965169804,"['UBE2K', 'GSK3B', 'CDK2', 'GPX1', 'UCHL5', 'FMR1', 'AKT1', 'MAPK9', 'FHIT', 'PSMC3', 'KEAP1', 'USP14']"
GO:0045732~positive regulation of protein catabolic process,14,0.003375818,"7432, 10193, 4287, 83547, 2932, 3458, 1950, 26088, 2332, 207, 5601, 5702, 11059, 9817",416,2.570595166,"['VIP', 'RNF41', 'ATXN3', 'RILP', 'GSK3B', 'IFNG', 'EGF', 'GGA1', 'FMR1', 'AKT1', 'MAPK9', 'PSMC3', 'WWP1', 'KEAP1']"
GO:0032434~regulation of proteasomal ubiquitin-dependent protein catabolic process,9,0.011721135,"3093, 2932, 1017, 51377, 207, 5601, 2272, 9817, 9097",416,2.944288326,"['UBE2K', 'GSK3B', 'CDK2', 'UCHL5', 'AKT1', 'MAPK9', 'FHIT', 'KEAP1', 'USP14']"
GO:1903052~positive regulation of proteolysis involved in cellular protein catabolic process,7,0.063523648,"2932, 1950, 2332, 207, 5601, 5702, 9817",416,2.482292278,"['GSK3B', 'EGF', 'FMR1', 'AKT1', 'MAPK9', 'PSMC3', 'KEAP1']"
GO:1901800~positive regulation of proteasomal protein catabolic process,6,0.09374326,"2932, 2332, 207, 5601, 5702, 9817",416,2.488624657,"['GSK3B', 'FMR1', 'AKT1', 'MAPK9', 'PSMC3', 'KEAP1']"
GO:1903364~positive regulation of cellular protein catabolic process,7,0.114925788,"2932, 1950, 2332, 207, 5601, 5702, 9817",416,2.111560315,"['GSK3B', 'EGF', 'FMR1', 'AKT1', 'MAPK9', 'PSMC3', 'KEAP1']"
GO:0032436~positive regulation of proteasomal ubiquitin-dependent protein catabolic process,4,0.334297029,"2932, 207, 5601, 9817",416,1.95597166,"['GSK3B', 'AKT1', 'MAPK9', 'KEAP1']"
GO:0071355~cellular response to interleukin-9,3,0.008994949,"6772, 6774, 3561",416,19.90899725,"['STAT1', 'STAT3', 'IL2RG']"
GO:0038113~interleukin-9-mediated signaling pathway,3,0.008994949,"6772, 6774, 3561",416,19.90899725,"['STAT1', 'STAT3', 'IL2RG']"
GO:0071104~response to interleukin-9,3,0.011823893,"6772, 6774, 3561",416,17.4203726,"['STAT1', 'STAT3', 'IL2RG']"
GO:0090630~activation of GTPase activity,9,0.00616384,"54662, 23526, 5905, 9910, 1399, 81565, 29, 116986, 208",416,3.292038916,"['TBC1D13', 'ARHGAP45', 'RANGAP1', 'RABGAP1L', 'CRKL', 'NDEL1', 'ABR', 'AGAP2', 'AKT2']"
GO:0043547~positive regulation of GTPase activity,13,0.02497326,"23526, 9910, 29, 116986, 54662, 5905, 2932, 23380, 1399, 81565, 208, 128637, 7409",416,2.061113481,"['ARHGAP45', 'RABGAP1L', 'ABR', 'AGAP2', 'TBC1D13', 'RANGAP1', 'GSK3B', 'SRGAP2', 'CRKL', 'NDEL1', 'AKT2', 'TBC1D20', 'VAV1']"
GO:0043087~regulation of GTPase activity,14,0.075543548,"23526, 9910, 29, 116986, 54662, 1965, 5905, 2932, 23380, 1399, 81565, 208, 128637, 7409",416,1.680518287,"['ARHGAP45', 'RABGAP1L', 'ABR', 'AGAP2', 'TBC1D13', 'EIF2S1', 'RANGAP1', 'GSK3B', 'SRGAP2', 'CRKL', 'NDEL1', 'AKT2', 'TBC1D20', 'VAV1']"
GO:0044283~small molecule biosynthetic process,27,0.000331,"8850, 7167, 5321, 2194, 4191, 6470, 441024, 471, 3458, 54995, 84105, 4522, 2628, 2648, 6342, 8644, 37, 4860, 7390, 114876, 3028, 5226, 5007, 283871, 8877, 9807, 2539",416,2.173772664,"['KAT2B', 'TPI1', 'PLA2G4A', 'FASN', 'MDH2', 'SHMT1', 'MTHFD2L', 'ATIC', 'IFNG', 'OXSM', 'PCBD2', 'MTHFD1', 'GATM', 'KAT2A', 'SCP2', 'AKR1C3', 'ACADVL', 'PNP', 'UROS', 'OSBPL1A', 'HSD17B10', 'PGD', 'OSBP', 'PGP', 'SPHK1', 'IP6K1', 'G6PD']"
GO:0046394~carboxylic acid biosynthetic process,17,0.003192095,"8850, 6342, 8644, 37, 5321, 7390, 114876, 2194, 6470, 441024, 471, 3028, 54995, 84105, 4522, 5007, 2628",416,2.302401043,"['KAT2B', 'SCP2', 'AKR1C3', 'ACADVL', 'PLA2G4A', 'UROS', 'OSBPL1A', 'FASN', 'SHMT1', 'MTHFD2L', 'ATIC', 'HSD17B10', 'OXSM', 'PCBD2', 'MTHFD1', 'OSBP', 'GATM']"
GO:0016053~organic acid biosynthetic process,17,0.003192095,"8850, 6342, 8644, 37, 5321, 7390, 114876, 2194, 6470, 441024, 471, 3028, 54995, 84105, 4522, 5007, 2628",416,2.302401043,"['KAT2B', 'SCP2', 'AKR1C3', 'ACADVL', 'PLA2G4A', 'UROS', 'OSBPL1A', 'FASN', 'SHMT1', 'MTHFD2L', 'ATIC', 'HSD17B10', 'OXSM', 'PCBD2', 'MTHFD1', 'OSBP', 'GATM']"
GO:0072330~monocarboxylic acid biosynthetic process,10,0.090776177,"8850, 6342, 8644, 3028, 37, 54995, 5321, 5007, 114876, 2194",416,1.858173077,"['KAT2B', 'SCP2', 'AKR1C3', 'HSD17B10', 'ACADVL', 'OXSM', 'PLA2G4A', 'OSBP', 'OSBPL1A', 'FASN']"
GO:0006633~fatty acid biosynthetic process,6,0.37605724,"8850, 8644, 37, 54995, 5321, 2194",416,1.482584902,"['KAT2B', 'AKR1C3', 'ACADVL', 'OXSM', 'PLA2G4A', 'FASN']"
GO:0016482~cytosolic transport,14,0.00016,"9179, 5594, 5870, 5595, 5289, 65977, 83547, 29886, 26088, 23011, 404636, 30845, 5305, 6714",416,3.573409763,"['AP4M1', 'MAPK1', 'RAB6A', 'MAPK3', 'PIK3C3', 'PLEKHA3', 'RILP', 'SNX8', 'GGA1', 'RAB21', 'DENND10', 'EHD3', 'PIP4K2A', 'SRC']"
GO:0032846~positive regulation of homeostatic process,16,0.00055,"140609, 4361, 5594, 5595, 22948, 6772, 6774, 572, 51377, 5588, 7337, 5578, 5007, 5019, 3635, 6714",416,2.847774831,"['NEK7', 'MRE11', 'MAPK1', 'MAPK3', 'CCT5', 'STAT1', 'STAT3', 'BAD', 'UCHL5', 'PRKCQ', 'UBE3A', 'PRKCA', 'OSBP', 'OXCT1', 'INPP5D', 'SRC']"
GO:2000641~regulation of early endosome to late endosome transport,5,0.000773,"5594, 5595, 23011, 404636, 6714",416,11.61358173,"['MAPK1', 'MAPK3', 'RAB21', 'DENND10', 'SRC']"
GO:2001252~positive regulation of chromosome organization,14,0.001986196,"8850, 140609, 4361, 8452, 5594, 5595, 22948, 4089, 1017, 51377, 2332, 5588, 408, 2648",416,2.732607466,"['KAT2B', 'NEK7', 'MRE11', 'CUL3', 'MAPK1', 'MAPK3', 'CCT5', 'SMAD4', 'CDK2', 'UCHL5', 'FMR1', 'PRKCQ', 'ARRB1', 'KAT2A']"
GO:0032844~regulation of homeostatic process,23,0.002492545,"3093, 140609, 4361, 5594, 5595, 4067, 22948, 6772, 6774, 84959, 572, 596, 2730, 51377, 952, 5588, 7337, 5578, 5007, 5019, 3635, 6714, 2814",416,2.023578635,"['UBE2K', 'NEK7', 'MRE11', 'MAPK1', 'MAPK3', 'LYN', 'CCT5', 'STAT1', 'STAT3', 'UBASH3B', 'BAD', 'BCL2', 'GCLM', 'UCHL5', 'CD38', 'PRKCQ', 'UBE3A', 'PRKCA', 'OSBP', 'OXCT1', 'INPP5D', 'SRC', 'GP5']"
GO:0007004~telomere maintenance via telomerase,7,0.003371884,"140609, 4361, 5594, 5595, 22948, 5588, 6714",416,4.782063066,"['NEK7', 'MRE11', 'MAPK1', 'MAPK3', 'CCT5', 'PRKCQ', 'SRC']"
GO:1903649~regulation of cytoplasmic transport,5,0.003692183,"5594, 5595, 23011, 404636, 6714",416,7.742387821,"['MAPK1', 'MAPK3', 'RAB21', 'DENND10', 'SRC']"
GO:0032206~positive regulation of telomere maintenance,7,0.003897445,"140609, 4361, 5594, 5595, 22948, 51377, 5588",416,4.645432692,"['NEK7', 'MRE11', 'MAPK1', 'MAPK3', 'CCT5', 'UCHL5', 'PRKCQ']"
GO:1904355~positive regulation of telomere capping,4,0.005344121,"140609, 5594, 5595, 5588",416,10.93042986,"['NEK7', 'MAPK1', 'MAPK3', 'PRKCQ']"
GO:0006278~RNA-dependent DNA biosynthetic process,7,0.005474698,"140609, 4361, 5594, 5595, 22948, 5588, 6714",416,4.335737179,"['NEK7', 'MRE11', 'MAPK1', 'MAPK3', 'CCT5', 'PRKCQ', 'SRC']"
GO:0032212~positive regulation of telomere maintenance via telomerase,5,0.005841467,"140609, 5594, 5595, 22948, 5588",416,6.831518665,"['NEK7', 'MAPK1', 'MAPK3', 'CCT5', 'PRKCQ']"
GO:0032210~regulation of telomere maintenance via telomerase,6,0.005947138,"140609, 5594, 5595, 22948, 5588, 6714",416,5.16159188,"['NEK7', 'MAPK1', 'MAPK3', 'CCT5', 'PRKCQ', 'SRC']"
GO:0032204~regulation of telomere maintenance,8,0.00752321,"140609, 4361, 5594, 5595, 22948, 51377, 5588, 6714",416,3.539377289,"['NEK7', 'MRE11', 'MAPK1', 'MAPK3', 'CCT5', 'UCHL5', 'PRKCQ', 'SRC']"
GO:1904358~positive regulation of telomere maintenance via telomere lengthening,5,0.007910612,"140609, 5594, 5595, 22948, 5588",416,6.277611746,"['NEK7', 'MAPK1', 'MAPK3', 'CCT5', 'PRKCQ']"
GO:0010833~telomere maintenance via telomere lengthening,7,0.008901287,"140609, 4361, 5594, 5595, 22948, 5588, 6714",416,3.917834801,"['NEK7', 'MRE11', 'MAPK1', 'MAPK3', 'CCT5', 'PRKCQ', 'SRC']"
GO:0016233~telomere capping,5,0.010410283,"140609, 4361, 5594, 5595, 5588",416,5.806790865,"['NEK7', 'MRE11', 'MAPK1', 'MAPK3', 'PRKCQ']"
GO:1904356~regulation of telomere maintenance via telomere lengthening,6,0.011307653,"140609, 5594, 5595, 22948, 5588, 6714",416,4.424221612,"['NEK7', 'MAPK1', 'MAPK3', 'CCT5', 'PRKCQ', 'SRC']"
GO:0000723~telomere maintenance,9,0.015876624,"140609, 4361, 5594, 5892, 5595, 22948, 51377, 5588, 6714",416,2.787259615,"['NEK7', 'MRE11', 'MAPK1', 'RAD51D', 'MAPK3', 'CCT5', 'UCHL5', 'PRKCQ', 'SRC']"
GO:1904353~regulation of telomere capping,4,0.017723936,"140609, 5594, 5595, 5588",416,7.146819527,"['NEK7', 'MAPK1', 'MAPK3', 'PRKCQ']"
GO:0051972~regulation of telomerase activity,5,0.020775238,"140609, 5594, 5595, 5588, 6714",416,4.740237441,"['NEK7', 'MAPK1', 'MAPK3', 'PRKCQ', 'SRC']"
GO:2000573~positive regulation of DNA biosynthetic process,6,0.024976338,"140609, 5594, 5595, 22948, 5588, 6714",416,3.619817682,"['NEK7', 'MAPK1', 'MAPK3', 'CCT5', 'PRKCQ', 'SRC']"
GO:0033044~regulation of chromosome organization,17,0.037544614,"8850, 140609, 4361, 8452, 5594, 5595, 22948, 4089, 23081, 1017, 51377, 2332, 5588, 408, 6714, 106821730, 2648",416,1.735656171,"['KAT2B', 'NEK7', 'MRE11', 'CUL3', 'MAPK1', 'MAPK3', 'CCT5', 'SMAD4', 'KDM4C', 'CDK2', 'UCHL5', 'FMR1', 'PRKCQ', 'ARRB1', 'SRC', 'PAK6', 'KAT2A']"
GO:0051973~positive regulation of telomerase activity,4,0.041629396,"140609, 5594, 5595, 5588",416,5.16159188,"['NEK7', 'MAPK1', 'MAPK3', 'PRKCQ']"
GO:0032200~telomere organization,9,0.045370995,"140609, 4361, 5594, 5892, 5595, 22948, 51377, 5588, 6714",416,2.272222513,"['NEK7', 'MRE11', 'MAPK1', 'RAD51D', 'MAPK3', 'CCT5', 'UCHL5', 'PRKCQ', 'SRC']"
GO:0071897~DNA biosynthetic process,9,0.059776095,"140609, 4361, 5594, 5595, 22948, 5588, 8877, 1490, 6714",416,2.144045858,"['NEK7', 'MRE11', 'MAPK1', 'MAPK3', 'CCT5', 'PRKCQ', 'SPHK1', 'CCN2', 'SRC']"
GO:0060249~anatomical structure homeostasis,17,0.062290007,"140609, 4361, 5781, 5594, 5892, 5595, 22948, 84959, 1490, 596, 51377, 952, 10000, 5588, 5578, 3635, 6714",416,1.621608948,"['NEK7', 'MRE11', 'PTPN11', 'MAPK1', 'RAD51D', 'MAPK3', 'CCT5', 'UBASH3B', 'CCN2', 'BCL2', 'UCHL5', 'CD38', 'AKT3', 'PRKCQ', 'PRKCA', 'INPP5D', 'SRC']"
GO:0006259~DNA metabolic process,33,0.085391906,"8850, 4673, 23326, 9361, 56953, 1017, 1950, 5813, 959, 54936, 2648, 140609, 4361, 5594, 5892, 5595, 7454, 22948, 4287, 25996, 1490, 3329, 79840, 60489, 51377, 2332, 83940, 5588, 207, 4830, 8877, 5702, 6714",416,1.324972159,"['KAT2B', 'NAP1L1', 'USP22', 'LONP1', 'NT5M', 'CDK2', 'EGF', 'PURA', 'CD40LG', 'ADPRS', 'KAT2A', 'NEK7', 'MRE11', 'MAPK1', 'RAD51D', 'MAPK3', 'WAS', 'CCT5', 'ATXN3', 'REXO2', 'CCN2', 'HSPD1', 'NHEJ1', 'APOBEC3G', 'UCHL5', 'FMR1', 'TATDN1', 'PRKCQ', 'AKT1', 'NME1', 'SPHK1', 'PSMC3', 'SRC']"
GO:0051054~positive regulation of DNA metabolic process,12,0.09538562,"140609, 4361, 1017, 5594, 5595, 1950, 22948, 7454, 51377, 5588, 207, 6714",416,1.704745942,"['NEK7', 'MRE11', 'CDK2', 'MAPK1', 'MAPK3', 'EGF', 'CCT5', 'WAS', 'UCHL5', 'PRKCQ', 'AKT1', 'SRC']"
