GO_Term,count,PValue,Genes,List_total,Fold_enrichment
GO:0009205~purine ribonucleoside triphosphate metabolic process,14,0.030009352,"9377, 8850, 7167, 6774, 29789, 572, 3458, 55022, 2597, 4830, 5315, 318, 4712, 10105",416,1.941374856
GO:0046034~ATP metabolic process,13,0.033276019,"9377, 8850, 7167, 6774, 29789, 572, 3458, 55022, 2597, 5315, 318, 4712, 10105",416,1.973549837
GO:0006096~glycolytic process,6,0.041040448,"8850, 7167, 3458, 2597, 6774, 5315",416,3.167340472
GO:0006757~ATP generation from ADP,6,0.042749908,"8850, 7167, 3458, 2597, 6774, 5315",416,3.131752377
GO:0006165~nucleoside diphosphate phosphorylation,6,0.057954531,"8850, 7167, 3458, 2597, 6774, 5315",416,2.873463521
GO:0044724~single-organism carbohydrate catabolic process,8,0.059208459,"572, 8850, 7167, 3458, 2597, 6774, 5226, 5315",416,2.308289537
GO:0046939~nucleotide phosphorylation,6,0.060046744,"8850, 7167, 3458, 2597, 6774, 5315",416,2.844142465
GO:0009142~nucleoside triphosphate biosynthetic process,7,0.081641227,"132, 1503, 55022, 4830, 318, 4712, 9519",416,2.322716346
GO:0016052~carbohydrate catabolic process,8,0.097610368,"572, 8850, 7167, 3458, 2597, 6774, 5226, 5315",416,2.041948436
GO:0006007~glucose catabolic process,3,0.11369092,"572, 7167, 5315",416,5.16159188
GO:1903579~negative regulation of ATP metabolic process,3,0.165201367,"55022, 6774, 10105",416,4.098911199
GO:0051196~regulation of coenzyme metabolic process,4,0.179534492,"8850, 3458, 4200, 6774",416,2.732607466
GO:1903578~regulation of ATP metabolic process,5,0.193837412,"8850, 3458, 55022, 6774, 10105",416,2.191241836
GO:0006140~regulation of nucleotide metabolic process,7,0.207449117,"8850, 3458, 55022, 5894, 4200, 6774, 10105",416,1.757731289
GO:0051193~regulation of cofactor metabolic process,4,0.229374364,"8850, 3458, 4200, 6774",416,2.413211788
GO:0019320~hexose catabolic process,3,0.259689136,"572, 7167, 5315",416,3.029630017
GO:0009145~purine nucleoside triphosphate biosynthetic process,5,0.271897278,"132, 55022, 4830, 318, 4712",416,1.888387273
GO:1903580~positive regulation of ATP metabolic process,3,0.27567972,"8850, 3458, 55022",416,2.903395433
GO:0009201~ribonucleoside triphosphate biosynthetic process,5,0.295866816,"1503, 55022, 4830, 318, 4712",416,1.814622145
GO:0006110~regulation of glycolytic process,3,0.323430168,"8850, 3458, 6774",416,2.58079594
GO:0046365~monosaccharide catabolic process,3,0.33919024,"572, 7167, 5315",416,2.488624657
GO:1900542~regulation of purine nucleotide metabolic process,6,0.346500964,"8850, 3458, 55022, 5894, 6774, 10105",416,1.539922439
GO:1900543~negative regulation of purine nucleotide metabolic process,3,0.347028564,"55022, 6774, 10105",416,2.444964575
GO:0045981~positive regulation of nucleotide metabolic process,4,0.351946128,"8850, 3458, 55022, 5894",416,1.896094976
GO:1900544~positive regulation of purine nucleotide metabolic process,4,0.351946128,"8850, 3458, 55022, 5894",416,1.896094976
GO:0045980~negative regulation of nucleotide metabolic process,3,0.354835847,"55022, 6774, 10105",416,2.402810013
GO:0043470~regulation of carbohydrate catabolic process,3,0.400907663,"8850, 3458, 6774",416,2.177546575
GO:0009206~purine ribonucleoside triphosphate biosynthetic process,4,0.488720387,"55022, 4830, 318, 4712",416,1.523092686
GO:0006754~ATP biosynthetic process,3,0.687389518,"55022, 318, 4712",416,1.266936189
GO:1904415~regulation of xenophagy,4,7.50E-04,"5595, 55072, 90678, 8767",416,20.64636752
GO:1904417~positive regulation of xenophagy,4,7.50E-04,"5595, 55072, 90678, 8767",416,20.64636752
GO:0098792~xenophagy,4,0.003000561,"5595, 55072, 90678, 8767",416,13.27266484
GO:0002833~positive regulation of response to biotic stimulus,6,0.014499441,"3329, 5595, 55072, 90678, 5578, 8767",416,4.160088978
GO:0002831~regulation of response to biotic stimulus,10,0.017512204,"3329, 5495, 60489, 5595, 6772, 55072, 90678, 5578, 8767, 5094",416,2.53848781
GO:0051092~positive regulation of NF-kappaB transcription factor activity,12,8.99E-04,"5584, 10935, 6774, 55072, 5588, 8517, 2241, 5579, 8877, 8767, 959, 9097",416,3.378496503
GO:0051090~regulation of sequence-specific DNA binding transcription factor activity,22,0.001203939,"5584, 4088, 5595, 6774, 55072, 2241, 3066, 9097, 5607, 10935, 5588, 8517, 207, 5601, 5579, 8877, 307, 8767, 408, 5813, 959, 9817",416,2.19312273
GO:0051091~positive regulation of sequence-specific DNA binding transcription factor activity,14,0.00732358,"5584, 4088, 6774, 55072, 2241, 9097, 10935, 5588, 8517, 207, 5579, 8877, 8767, 959",416,2.339426536
GO:0060341~regulation of cellular localization,48,2.99E-07,"8850, 5781, 5584, 23607, 8775, 26119, 84959, 572, 80124, 596, 673, 3458, 79752, 55022, 1950, 2664, 1399, 56850, 404636, 5579, 5019, 27183, 56957, 9817, 6342, 7332, 5594, 5595, 4088, 4067, 22948, 4089, 55072, 2241, 163, 5905, 2932, 2332, 81565, 23011, 2035, 207, 5501, 5007, 208, 128637, 6714, 26060",416,2.252331002
GO:0051049~regulation of transport,75,4.11E-07,"9146, 5781, 6198, 23607, 5584, 9943, 8775, 3561, 26119, 84959, 94121, 79058, 673, 596, 2664, 952, 10938, 27243, 404636, 90678, 5579, 51204, 5019, 10015, 9817, 7332, 5594, 5595, 4067, 6640, 5872, 2241, 163, 5905, 81565, 23011, 2035, 207, 5501, 208, 408, 6714, 10105, 5321, 7424, 5289, 572, 3458, 79752, 55022, 1950, 10550, 30845, 5878, 27183, 30844, 64780, 6342, 4088, 7432, 4089, 55072, 3033, 59272, 2932, 2332, 6457, 867, 9727, 5007, 8877, 9647, 128637, 2539, 26060",416,1.819360062
GO:0032880~regulation of protein localization,45,1.23E-06,"9101, 5781, 5584, 23607, 7424, 5289, 26119, 94121, 572, 80124, 596, 3458, 79752, 55022, 1950, 2664, 1399, 56850, 952, 5579, 5019, 27183, 56957, 9817, 7332, 4088, 7432, 22948, 9910, 4089, 55072, 3033, 163, 5905, 2932, 81565, 2035, 207, 9727, 5007, 208, 9647, 6714, 10049, 26060",416,2.212110806
GO:0032386~regulation of intracellular transport,28,1.90E-05,"5781, 8775, 26119, 673, 3458, 79752, 2664, 404636, 5579, 9817, 6342, 7332, 5594, 5595, 4088, 4067, 4089, 55072, 2241, 5905, 2932, 2332, 81565, 23011, 5501, 208, 128637, 6714",416,2.535518818
GO:0051050~positive regulation of transport,42,2.33E-05,"9146, 5781, 5584, 23607, 5321, 7424, 3561, 26119, 94121, 572, 673, 3458, 79752, 1950, 27243, 952, 10938, 30845, 5579, 5019, 10015, 27183, 6342, 7332, 4088, 7432, 4089, 55072, 59272, 163, 2932, 2332, 23011, 207, 867, 5007, 208, 128637, 408, 6714, 2539, 26060",416,2.030261947
GO:1903827~regulation of cellular protein localization,29,8.88E-05,"5781, 5584, 23607, 26119, 80124, 3458, 79752, 55022, 1950, 2664, 1399, 56850, 27183, 56957, 9817, 7332, 4088, 22948, 4089, 55072, 163, 5905, 2932, 81565, 2035, 207, 208, 6714, 26060",416,2.275634258
GO:0017157~regulation of exocytosis,16,1.35E-04,"64780, 9146, 4067, 5872, 8775, 2241, 94121, 2932, 673, 3458, 27243, 23011, 2332, 5579, 10015, 27183",416,3.245717165
GO:1903530~regulation of secretion by cell,28,2.90E-04,"9146, 5781, 23607, 7424, 5289, 8775, 94121, 572, 673, 3458, 27243, 952, 5579, 5019, 10015, 27183, 64780, 7432, 4067, 4089, 5872, 2241, 3033, 2932, 2332, 23011, 9727, 5007",416,2.153511844
GO:0051046~regulation of secretion,30,2.99E-04,"9146, 5781, 23607, 5321, 7424, 5289, 8775, 94121, 572, 673, 3458, 1950, 27243, 952, 5579, 5019, 10015, 27183, 64780, 7432, 4067, 4089, 5872, 2241, 3033, 2932, 2332, 23011, 9727, 5007",416,2.080044489
GO:0032940~secretion by cell,35,5.32E-04,"9146, 64130, 5781, 23607, 7424, 5289, 8775, 94121, 572, 55585, 673, 3458, 27243, 952, 5579, 5019, 10015, 27183, 64780, 4087, 7432, 4067, 4089, 5894, 5872, 2241, 3033, 1490, 2932, 2332, 23011, 3840, 867, 9727, 5007",416,1.881830373
GO:0046903~secretion,39,6.29E-04,"9146, 64130, 5781, 5584, 23607, 5321, 7424, 5289, 8775, 94121, 572, 55585, 673, 3458, 1950, 27243, 952, 5579, 5019, 10015, 27183, 64780, 4087, 7432, 4067, 4089, 5894, 5872, 2241, 3033, 1490, 2932, 2332, 23011, 3840, 4830, 867, 9727, 5007",416,1.786704882
GO:0070201~regulation of establishment of protein localization,27,9.13E-04,"5781, 23607, 7424, 5289, 94121, 572, 3458, 79752, 2664, 952, 5579, 5019, 9817, 7332, 4088, 22948, 4089, 55072, 3033, 5905, 2932, 81565, 9727, 5007, 208, 9647, 6714",416,2.029557972
GO:0051223~regulation of protein transport,26,9.15E-04,"5781, 23607, 7424, 5289, 94121, 572, 3458, 79752, 2664, 952, 5579, 5019, 9817, 7332, 4088, 4089, 55072, 3033, 5905, 2932, 81565, 9727, 5007, 208, 9647, 6714",416,2.064636752
GO:1903532~positive regulation of secretion by cell,16,0.001701557,"9146, 5781, 23607, 7432, 4089, 7424, 94121, 572, 3458, 27243, 952, 5579, 5007, 5019, 10015, 27183",416,2.545442571
GO:0090087~regulation of peptide transport,26,0.001904358,"5781, 23607, 7424, 5289, 94121, 572, 3458, 79752, 2664, 952, 5579, 5019, 9817, 7332, 4088, 4089, 55072, 3033, 5905, 2932, 81565, 9727, 5007, 208, 9647, 6714",416,1.957556726
GO:0023061~signal release,21,0.001999981,"64130, 5781, 4087, 4067, 7432, 4089, 5894, 8775, 3033, 94121, 572, 55585, 2932, 673, 3458, 952, 2332, 9727, 5579, 5007, 5019",416,2.153511844
GO:1904951~positive regulation of establishment of protein localization,18,0.00214238,"7332, 23607, 4088, 22948, 4089, 7424, 55072, 94121, 572, 2932, 3458, 79752, 952, 5579, 5007, 208, 5019, 6714",416,2.322716346
GO:0051047~positive regulation of secretion,17,0.002170669,"9146, 5781, 23607, 7432, 5321, 4089, 7424, 94121, 572, 3458, 27243, 952, 5579, 5007, 5019, 10015, 27183",416,2.39310169
GO:0051222~positive regulation of protein transport,17,0.002598174,"7332, 23607, 4088, 4089, 7424, 55072, 94121, 572, 2932, 3458, 79752, 952, 5579, 5007, 208, 5019, 6714",416,2.350367731
GO:0046879~hormone secretion,16,0.003218613,"5781, 4087, 4067, 7432, 4089, 5894, 3033, 94121, 572, 55585, 3458, 952, 9727, 5579, 5007, 5019",416,2.382273176
GO:0009914~hormone transport,16,0.005069986,"5781, 4087, 4067, 7432, 4089, 5894, 3033, 94121, 572, 55585, 3458, 952, 9727, 5579, 5007, 5019",416,2.266064728
GO:0032388~positive regulation of intracellular transport,13,0.006789803,"7332, 6342, 4088, 4089, 55072, 26119, 2932, 3458, 79752, 23011, 2332, 208, 128637",416,2.464923469
GO:0030072~peptide hormone secretion,13,0.00732833,"5781, 4087, 7432, 5894, 3033, 94121, 572, 55585, 3458, 952, 5579, 5007, 5019",416,2.444964575
GO:0009306~protein secretion,17,0.007837327,"5781, 4087, 23607, 7432, 7424, 5894, 5872, 3033, 94121, 572, 55585, 3458, 952, 9727, 5579, 5007, 5019",416,2.094757447
GO:0006887~exocytosis,17,0.008150388,"64780, 9146, 64130, 4067, 5872, 8775, 2241, 94121, 2932, 673, 3458, 27243, 2332, 867, 5579, 10015, 27183",416,2.083703318
GO:1903829~positive regulation of cellular protein localization,16,0.010900544,"7332, 5584, 23607, 4088, 22948, 4089, 55072, 163, 2932, 3458, 79752, 1950, 2035, 207, 208, 6714",416,2.076171036
GO:0030073~insulin secretion,10,0.011775106,"572, 5781, 4087, 5894, 952, 3033, 5579, 5007, 5019, 94121",416,2.716627305
GO:0002790~peptide secretion,18,0.012242223,"5781, 4087, 23607, 7432, 7424, 5894, 5289, 5872, 3033, 94121, 572, 55585, 3458, 952, 9727, 5579, 5007, 5019",416,1.940087899
GO:0010817~regulation of hormone levels,21,0.015630028,"6342, 5781, 4087, 8644, 4067, 7432, 4089, 5894, 3033, 59272, 130, 94121, 572, 55585, 3458, 3028, 952, 9727, 5579, 5007, 5019",416,1.776941467
GO:0050708~regulation of protein secretion,13,0.020677776,"5781, 23607, 7424, 5289, 3033, 94121, 572, 3458, 952, 9727, 5579, 5007, 5019",416,2.118969298
GO:0033157~regulation of intracellular protein transport,13,0.022194651,"7332, 5781, 4088, 4089, 55072, 5905, 2932, 3458, 79752, 2664, 81565, 208, 9817",416,2.096896701
GO:0046883~regulation of hormone secretion,12,0.022305668,"572, 3458, 5781, 7432, 4089, 952, 9727, 3033, 5579, 5007, 5019, 94121",416,2.186085973
GO:0050796~regulation of insulin secretion,9,0.028943738,"572, 3458, 5781, 952, 3033, 5579, 5007, 5019, 94121",416,2.488624657
GO:0046887~positive regulation of hormone secretion,8,0.03061949,"572, 5781, 7432, 4089, 952, 5579, 5007, 5019",416,2.673630327
GO:0002791~regulation of peptide secretion,13,0.040076038,"5781, 23607, 7424, 5289, 3033, 94121, 572, 3458, 952, 9727, 5579, 5007, 5019",416,1.917162698
GO:0050714~positive regulation of protein secretion,8,0.046046753,"572, 23607, 7424, 952, 5579, 5007, 5019, 94121",416,2.444964575
GO:0090276~regulation of peptide hormone secretion,9,0.065694532,"572, 3458, 5781, 952, 3033, 5579, 5007, 5019, 94121",416,2.100949459
GO:0002793~positive regulation of peptide secretion,8,0.083863504,"572, 23607, 7424, 952, 5579, 5007, 5019, 94121",416,2.123626374
GO:0090316~positive regulation of intracellular protein transport,8,0.087802501,"2932, 7332, 3458, 79752, 4088, 4089, 55072, 208",416,2.099630595
GO:0032024~positive regulation of insulin secretion,5,0.103363469,"572, 952, 5579, 5007, 5019",416,2.798453429
GO:1903533~regulation of protein targeting,8,0.124705867,"7332, 3458, 4088, 2664, 4089, 55072, 208, 9817",416,1.915642347
GO:0090277~positive regulation of peptide hormone secretion,5,0.207098634,"572, 952, 5579, 5007, 5019",416,2.130932428
GO:0018198~peptidyl-cysteine modification,7,6.76E-04,"55146, 5870, 6640, 10935, 2597, 128, 135112",416,6.503605769
GO:0017014~protein nitrosylation,4,0.005344121,"6640, 2597, 128, 135112",416,10.93042986
GO:0018119~peptidyl-cysteine S-nitrosylation,4,0.005344121,"6640, 2597, 128, 135112",416,10.93042986
GO:0006099~tricarboxylic acid cycle,6,8.51E-04,"3417, 1743, 1431, 3421, 1737, 4191",416,7.963598901
GO:0006101~citrate metabolic process,6,8.51E-04,"3417, 1743, 1431, 3421, 1737, 4191",416,7.963598901
GO:0072350~tricarboxylic acid metabolic process,6,0.001580043,"3417, 1743, 1431, 3421, 1737, 4191",416,6.968149038
GO:0009060~aerobic respiration,7,0.021743804,"3417, 1743, 1431, 3421, 4712, 1737, 4191",416,3.219606816
GO:0045333~cellular respiration,10,0.032408947,"9377, 3417, 1743, 3458, 9997, 1431, 3421, 4712, 1737, 4191",416,2.277172888
GO:0009263~deoxyribonucleotide biosynthetic process,5,1.77E-04,"1635, 132, 2987, 6470, 9519",416,16.59083104
GO:0009265~2'-deoxyribonucleotide biosynthetic process,5,1.77E-04,"1635, 132, 2987, 6470, 9519",416,16.59083104
GO:0046385~deoxyribose phosphate biosynthetic process,5,1.77E-04,"1635, 132, 2987, 6470, 9519",416,16.59083104
GO:0009394~2'-deoxyribonucleotide metabolic process,7,2.94E-04,"1635, 132, 2987, 56953, 4860, 6470, 9519",416,7.56233229
GO:0009262~deoxyribonucleotide metabolic process,7,3.35E-04,"1635, 132, 2987, 56953, 4860, 6470, 9519",416,7.390461101
GO:0019692~deoxyribose phosphate metabolic process,7,3.79E-04,"1635, 132, 2987, 56953, 4860, 6470, 9519",416,7.226228632
GO:0072527~pyrimidine-containing compound metabolic process,9,5.62E-04,"1635, 1503, 56953, 51251, 5594, 60489, 4830, 6470, 9519",416,4.805620027
GO:0006220~pyrimidine nucleotide metabolic process,7,0.001361483,"1635, 1503, 56953, 51251, 4830, 6470, 9519",416,5.704917341
GO:0006221~pyrimidine nucleotide biosynthetic process,5,0.007174683,"1635, 1503, 4830, 6470, 9519",416,6.45198985
GO:0009162~deoxyribonucleoside monophosphate metabolic process,4,0.011181161,"1635, 56953, 4860, 6470",416,8.446241259
GO:0009221~pyrimidine deoxyribonucleotide biosynthetic process,3,0.011823893,"1635, 6470, 9519",416,17.4203726
GO:0072528~pyrimidine-containing compound biosynthetic process,5,0.013370902,"1635, 1503, 4830, 6470, 9519",416,5.401665921
GO:0009129~pyrimidine nucleoside monophosphate metabolic process,4,0.014238726,"1635, 56953, 51251, 6470",416,7.742387821
GO:0009219~pyrimidine deoxyribonucleotide metabolic process,4,0.015927499,"1635, 56953, 6470, 9519",416,7.432692308
GO:0009176~pyrimidine deoxyribonucleoside monophosphate metabolic process,3,0.030688957,"1635, 56953, 6470",416,10.72022929
GO:0009151~purine deoxyribonucleotide metabolic process,3,0.045266481,"132, 2987, 4860",416,8.710186298
GO:0009148~pyrimidine nucleoside triphosphate biosynthetic process,3,0.067783071,"1503, 4830, 9519",416,6.968149038
GO:0009147~pyrimidine nucleoside triphosphate metabolic process,3,0.106723335,"1503, 4830, 9519",416,5.360114645
GO:0038127~ERBB signaling pathway,13,3.03E-05,"9125, 5781, 5594, 6464, 2241, 374, 673, 79643, 84313, 1950, 867, 207, 6714",416,4.540648496
GO:0018108~peptidyl-tyrosine phosphorylation,19,7.52E-05,"5781, 5595, 6464, 4067, 2241, 3066, 282618, 374, 79643, 3458, 84313, 1950, 2321, 867, 5007, 64092, 8767, 6714, 30844",416,2.991973598
GO:0018212~peptidyl-tyrosine modification,19,8.52E-05,"5781, 5595, 6464, 4067, 2241, 3066, 282618, 374, 79643, 3458, 84313, 1950, 2321, 867, 5007, 64092, 8767, 6714, 30844",416,2.961853059
GO:0007173~epidermal growth factor receptor signaling pathway,11,1.11E-04,"374, 9125, 673, 79643, 5781, 84313, 1950, 6464, 867, 207, 6714",416,4.731459224
GO:0050730~regulation of peptidyl-tyrosine phosphorylation,17,1.54E-04,"5781, 6464, 4067, 3066, 9361, 282618, 374, 79643, 3458, 84313, 1950, 867, 5007, 64092, 8767, 6714, 30844",416,3.060944022
GO:0007176~regulation of epidermal growth factor-activated receptor activity,6,4.08E-04,"374, 79643, 84313, 1950, 6464, 867",416,9.290865385
GO:0042058~regulation of epidermal growth factor receptor signaling pathway,8,0.001908282,"374, 9125, 79643, 84313, 1950, 6464, 867, 2241",416,4.532129456
GO:1901184~regulation of ERBB signaling pathway,8,0.002677609,"374, 9125, 79643, 84313, 1950, 6464, 867, 2241",416,4.271662246
GO:0061097~regulation of protein tyrosine kinase activity,7,0.007038006,"374, 79643, 84313, 1950, 6464, 867, 6714",416,4.116206183
GO:0010469~regulation of receptor activity,11,0.008353025,"374, 79643, 3458, 84313, 1950, 6464, 22839, 867, 3066, 59272, 6714",416,2.675380085
GO:0042059~negative regulation of epidermal growth factor receptor signaling pathway,4,0.033331597,"374, 79643, 84313, 867",416,5.630827506
GO:0007175~negative regulation of epidermal growth factor-activated receptor activity,3,0.03530369,"79643, 84313, 867",416,9.954498626
GO:1901185~negative regulation of ERBB signaling pathway,4,0.041629396,"374, 79643, 84313, 867",416,5.16159188
GO:0045742~positive regulation of epidermal growth factor receptor signaling pathway,4,0.057520848,"374, 9125, 1950, 867",416,4.532129456
GO:1901186~positive regulation of ERBB signaling pathway,4,0.064568938,"374, 9125, 1950, 867",416,4.321332737
GO:2000272~negative regulation of receptor activity,4,0.105174537,"79643, 84313, 867, 59272",416,3.505986938
GO:0050732~negative regulation of peptidyl-tyrosine phosphorylation,4,0.109682114,"79643, 84313, 867, 64092",416,3.441061254
GO:0061099~negative regulation of protein tyrosine kinase activity,3,0.120771638,"79643, 84313, 867",416,4.977249313
GO:0043902~positive regulation of multi-organism process,18,1.39E-06,"5595, 7432, 5289, 8654, 55072, 3066, 1072, 23633, 3458, 2332, 5578, 90678, 9218, 8767, 1915, 128637, 27183, 6714",416,4.223120629
GO:0051702~interaction with symbiont,11,6.80E-04,"3329, 2876, 2597, 5289, 2332, 9218, 1915, 128637, 5702, 1072, 2194",416,3.785167379
GO:0044794~positive regulation by host of viral process,5,0.001128202,"5289, 9218, 1915, 128637, 1072",416,10.55780157
GO:0044829~positive regulation by host of viral genome replication,4,0.00142688,"5289, 9218, 1915, 128637",416,16.89248252
GO:0044827~modulation by host of viral genome replication,5,0.002487187,"5289, 2332, 9218, 1915, 128637",416,8.602653134
GO:0051817~modification of morphology or physiology of other organism involved in symbiotic interaction,10,0.002580208,"2597, 5289, 2332, 207, 9218, 1915, 128637, 5702, 1072, 2194",416,3.441061254
GO:0044788~modulation by host of viral process,7,0.002900973,"5289, 2332, 9218, 1915, 128637, 1072, 2194",416,4.926974068
GO:0051851~modification by host of symbiont morphology or physiology,9,0.007069163,"2597, 5289, 2332, 9218, 1915, 128637, 5702, 1072, 2194",416,3.216068787
GO:0048524~positive regulation of viral process,8,0.010072969,"5289, 2332, 9218, 1915, 128637, 1072, 23633, 27183",416,3.348059598
GO:1903902~positive regulation of viral life cycle,7,0.011093399,"5289, 2332, 9218, 1915, 128637, 23633, 27183",416,3.737704465
GO:0019079~viral genome replication,9,0.011264681,"60489, 5289, 2332, 9218, 1915, 128637, 23633, 5093, 5094",416,2.965169804
GO:0035821~modification of morphology or physiology of other organism,11,0.028715857,"3458, 2597, 5289, 2332, 207, 9218, 1915, 128637, 5702, 1072, 2194",416,2.202575845
GO:0045069~regulation of viral genome replication,7,0.036430741,"596, 60489, 5289, 2332, 9218, 1915, 128637",416,2.852458671
GO:0045070~positive regulation of viral genome replication,4,0.060996982,"5289, 9218, 1915, 128637",416,4.424221612
GO:0043648~dicarboxylic acid metabolic process,12,7.45E-06,"3417, 1743, 56954, 2730, 4200, 9380, 4522, 4191, 6470, 441024, 471, 10797",416,5.746927042
GO:0042558~pteridine-containing compound metabolic process,7,9.06E-05,"5860, 84105, 4522, 6470, 441024, 471, 10797",416,9.290865385
GO:0046653~tetrahydrofolate metabolic process,5,9.39E-04,"4522, 6470, 441024, 471, 10797",416,11.06055403
GO:0035999~tetrahydrofolate interconversion,4,0.00105447,"4522, 6470, 441024, 10797",416,18.58173077
GO:0006760~folic acid-containing compound metabolic process,5,0.003254286,"4522, 6470, 441024, 471, 10797",416,8.009366711
GO:0046655~folic acid metabolic process,3,0.040167116,"6470, 441024, 10797",416,9.290865385
GO:0006766~vitamin metabolic process,7,0.043442405,"5948, 3458, 8644, 57026, 6470, 441024, 10797",416,2.732607466
GO:0006730~one-carbon metabolic process,4,0.057520848,"4522, 6470, 441024, 10797",416,4.532129456
GO:1901607~alpha-amino acid biosynthetic process,5,0.077796111,"84105, 4522, 2628, 6470, 441024",416,3.096955128
GO:0008652~cellular amino acid biosynthetic process,5,0.110288708,"84105, 4522, 2628, 6470, 441024",416,2.732607466
GO:0006767~water-soluble vitamin metabolic process,4,0.148206447,"57026, 6470, 441024, 10797",416,2.99705335
GO:0034504~protein localization to nucleus,19,8.62E-04,"23607, 4088, 22948, 4089, 6774, 3068, 23633, 2932, 3837, 3458, 3840, 207, 26092, 6714, 10204, 56957, 10049, 26060, 9817",416,2.444964575
GO:0006605~protein targeting,25,0.001479312,"26519, 9146, 5584, 9049, 5289, 6774, 55146, 3837, 3458, 2664, 27183, 9817, 9179, 7332, 4088, 4089, 55072, 23633, 3329, 84313, 3840, 207, 208, 10204, 26060",416,2.030346456
GO:0033365~protein localization to organelle,37,0.001716379,"26519, 9146, 23607, 9049, 5289, 6774, 3068, 3837, 3458, 54472, 1950, 10938, 9218, 26092, 27183, 56957, 9817, 9179, 9135, 7332, 5870, 4088, 22948, 4089, 55072, 23633, 3329, 2932, 84313, 26088, 3840, 207, 9727, 6714, 10204, 10049, 26060",416,1.720530627
GO:0072594~establishment of protein localization to organelle,22,0.004505913,"26519, 9146, 9179, 7332, 4088, 22948, 4089, 5289, 9049, 6774, 55072, 23633, 3329, 3837, 3458, 84313, 3840, 207, 27183, 10204, 26060, 9817",416,1.961603056
GO:1902593~single-organism nuclear import,11,0.019684178,"3837, 3458, 4088, 4089, 6774, 3840, 207, 23633, 10204, 9817, 26060",416,2.34402567
GO:0006606~protein import into nucleus,11,0.019684178,"3837, 3458, 4088, 4089, 6774, 3840, 207, 23633, 10204, 9817, 26060",416,2.34402567
GO:0044744~protein targeting to nucleus,11,0.020245436,"3837, 3458, 4088, 4089, 6774, 3840, 207, 23633, 10204, 9817, 26060",416,2.333322357
GO:0051170~nuclear import,11,0.02263586,"3837, 3458, 4088, 4089, 6774, 3840, 207, 23633, 10204, 9817, 26060",416,2.291469041
GO:0017038~protein import,13,0.024411734,"26519, 4088, 4089, 6774, 23633, 3329, 3837, 3458, 3840, 207, 10204, 26060, 9817",416,2.068172089
GO:0006913~nucleocytoplasmic transport,15,0.039204677,"5781, 4088, 4089, 6774, 23633, 5905, 2932, 3837, 3458, 2332, 3840, 207, 10204, 26060, 9817",416,1.809908841
GO:0051169~nuclear transport,15,0.040811885,"5781, 4088, 4089, 6774, 23633, 5905, 2932, 3837, 3458, 2332, 3840, 207, 10204, 26060, 9817",416,1.800555307
GO:0051017~actin filament bundle assembly,14,5.25E-05,"64780, 8452, 4088, 7454, 1809, 29109, 1490, 673, 57026, 119, 9647, 408, 6714, 87",416,3.98994219
GO:0061572~actin filament bundle organization,14,6.74E-05,"64780, 8452, 4088, 7454, 1809, 29109, 1490, 673, 57026, 119, 9647, 408, 6714, 87",416,3.894374712
GO:0030036~actin cytoskeleton organization,32,3.27E-04,"8452, 5584, 23607, 29109, 116986, 596, 673, 57026, 119, 10015, 10611, 64780, 4088, 6464, 7454, 4089, 4287, 5872, 1809, 2241, 1490, 1072, 83700, 1465, 2035, 11034, 9647, 408, 6714, 10049, 87, 829",416,2.008835759
GO:1902589~single-organism organelle organization,66,4.22E-04,"26519, 8850, 8452, 23607, 5584, 29109, 80124, 3837, 673, 596, 10938, 57026, 27243, 119, 3831, 10015, 10611, 7454, 5872, 2241, 1072, 83547, 83700, 79643, 1465, 1267, 81565, 2035, 11034, 8615, 208, 4733, 408, 6714, 10105, 10193, 5289, 116986, 572, 23380, 79752, 55022, 30845, 140735, 87178, 27183, 9519, 30844, 64780, 4361, 8562, 4088, 4287, 6464, 4089, 5894, 1809, 1490, 2932, 8877, 9647, 128637, 106821730, 829, 10049, 87",416,1.537605605
GO:0030029~actin filament-based process,34,9.18E-04,"8452, 5584, 23607, 29109, 116986, 596, 23380, 673, 57026, 119, 10015, 10611, 64780, 4088, 6464, 7454, 6640, 4089, 4287, 5872, 1809, 2241, 1490, 1072, 83700, 1465, 2035, 11034, 9647, 408, 6714, 10049, 87, 829",416,1.840847454
GO:0031032~actomyosin structure organization,13,0.001278162,"8452, 4088, 4089, 7454, 29109, 1490, 673, 1465, 2035, 9647, 408, 10015, 6714",416,3.034704774
GO:0043149~stress fiber assembly,9,0.001407492,"673, 8452, 4088, 7454, 29109, 9647, 408, 1490, 6714",416,4.180889423
GO:0030038~contractile actin filament bundle assembly,9,0.001407492,"673, 8452, 4088, 7454, 29109, 9647, 408, 1490, 6714",416,4.180889423
GO:0007010~cytoskeleton organization,52,0.001738289,"8850, 8452, 23607, 5584, 29109, 3837, 673, 596, 1017, 57026, 27243, 119, 10298, 10015, 10611, 219899, 140609, 7454, 5872, 2241, 1072, 83700, 79643, 1465, 1267, 2597, 1783, 81565, 2035, 11034, 4733, 408, 6714, 8994, 116986, 23380, 2648, 64780, 4088, 4287, 6464, 4089, 5894, 1809, 1490, 2932, 5524, 9647, 51119, 829, 10049, 87",416,1.547485586
