"Protein","Nominal_pvalue","formula","fold_change","adjusted_pvalue","Target","Entrez"
"Apo.A.IV_17685.9",0.00953026988365582," ~ Study_group + (1|maskID) + Age",0.295506486278527,0.999937631057378,"Apo A-IV","337"
"TBCB_17686.27",0.752230538752804," ~ Study_group + (1|maskID)",0.0473875761978852,0.999937631057378,"TBCB","1155"
"TPP1_17691.1",0.0176818876649847," ~ Study_group + (1|maskID)",-0.118751143589568,0.999937631057378,"TPP1","1200"
"BT3A3_17692.2",0.736023663727954," ~ Study_group + (1|maskID) + Age",-0.0178065700914599,0.999937631057378,"BT3A3","10384"
"Septin.6_17693.2",0.475775736884129," ~ Study_group + (1|maskID)",-0.0565569356717712,0.999937631057378,"Septin-6","23157"
"PSME2_17694.32",0.925511189970203," ~ Study_group + (1|maskID) + Age",0.0144853708633259,0.999937631057378,"PSME2","5721"
"TIRP_17696.1",0.537249754830223," ~ Study_group + (1|maskID) + Smoking",-0.0218713873219543,0.999937631057378,"TIRP","100302736"
"OVCA2_17697.2",0.894459671537196," ~ Study_group + (1|maskID)",-0.0190773094097779,0.999937631057378,"OVCA2","124641"
"WBP2_17698.15",0.587816915765682," ~ Study_group + (1|maskID)",0.24094424016284,0.999937631057378,"WBP2","23558"
"TIMELESS_17699.43",0.653415395829015," ~ Study_group + (1|maskID)",-0.018680994536443,0.999937631057378,"TIMELESS","8914"
"UGT.1A1_17702.53",0.172516509794224," ~ Study_group + (1|maskID)",-0.142206534566825,0.999937631057378,"UGT 1A1","54658"
"GEMI_17703.40",0.136975923099482," ~ Study_group + (1|maskID)",-0.0713340275544589,0.999937631057378,"GEMI","51053"
"HS105_17704.74",0.575485806542411," ~ Study_group + (1|maskID)",-0.0945059191067326,0.999937631057378,"HS105","10808"
"PPR1A_17706.4",0.414764244005927," ~ Study_group + (1|maskID) + Age",0.0449219804256016,0.999937631057378,"PPR1A","5502"
"TPD53_17710.40",0.185776115308019," ~ Study_group + (1|maskID)",-0.0710115928178678,0.999937631057378,"TPD53","7164"
"VAMP1_17711.13",0.0944405803204382," ~ Study_group + (1|maskID)",-0.100754387099974,0.999937631057378,"VAMP1","6843"
"IDI1_17712.7",0.593410561440557," ~ Study_group + (1|maskID)",-0.053922830234875,0.999937631057378,"IDI1","3422"
"GAS7_17721.82",0.598220980390902," ~ Study_group + (1|maskID)",0.0274646912642009,0.999937631057378,"GAS7","8522"
"FKBP52.protein_17722.5",0.525439280776434," ~ Study_group + (1|maskID)",-0.0260645804097592,0.999937631057378,"FKBP52 protein","2288"
"WWOX_17724.3",0.594910460572591," ~ Study_group + (1|maskID)",0.0280031623319779,0.999937631057378,"WWOX","51741"
"USH1C_17725.37",0.271520481787309," ~ Study_group + (1|maskID)",-0.035263768905039,0.999937631057378,"USH1C","10083"
"SAR1A_17726.3",0.840769547695766," ~ Study_group + (1|maskID)",-0.0462815616001318,0.999937631057378,"SAR1A","56681"
"Securin_17727.1",0.373444932590486," ~ Study_group + (1|maskID) + Age",-0.129242847396075,0.999937631057378,"Securin","9232"
"CHM2A_17728.61",0.795881405669647," ~ Study_group + (1|maskID)",-0.0432655578847035,0.999937631057378,"CHM2A","27243"
"UBE2S_17729.20",0.93417953163256," ~ Study_group + (1|maskID)",0.0138993518453743,0.999937631057378,"UBE2S","27338"
"a.endosulfine_17734.13",0.665146181172262," ~ Study_group + (1|maskID)",-0.0806014919576339,0.999937631057378,"a-endosulfine","2029"
"GBRAP_17735.130",0.691572055072254," ~ Study_group + (1|maskID) + Age",-0.0298512630455022,0.999937631057378,"GBRAP","11337"
"APTX_17736.105",0.306745956924982," ~ Study_group + (1|maskID)",-0.183509636239058,0.999937631057378,"APTX","54840"
"IVD_17737.7",0.74385470294134," ~ Study_group + (1|maskID)",-0.066714203006486,0.999937631057378,"IVD","3712"
"CRNN_17738.7",0.133627835463355," ~ Study_group + (1|maskID)",-0.159650696702458,0.999937631057378,"CRNN","49860"
"HCDH_17739.1",0.859583540980266," ~ Study_group + (1|maskID)",-0.0386423504338175,0.999937631057378,"HCDH","3033"
"RRAS_17742.2",0.206668585594574," ~ Study_group + (1|maskID)",-0.07061885685806,0.999937631057378,"RRAS","6237"
"UBE2A_17743.14",0.359910976542331," ~ Study_group + (1|maskID)",-0.0313969072203774,0.999937631057378,"UBE2A","7319"
"RB11A_17744.31",0.595237672017146," ~ Study_group + (1|maskID)",0.0789328024426796,0.999937631057378,"RB11A","8766"
"FIS1_17746.77",0.800191741904704," ~ Study_group + (1|maskID)",-0.0124436333866326,0.999937631057378,"FIS1","51024"
"TRAF1_17747.45",0.144700769827058," ~ Study_group + (1|maskID)",-0.107148705330044,0.999937631057378,"TRAF1","7185"
"QORX_17748.21",0.49164126405283," ~ Study_group + (1|maskID)",-0.0667667489759537,0.999937631057378,"QORX","9540"
"RIR2_17750.8",0.249560467579618," ~ Study_group + (1|maskID)",-0.311460500425034,0.999937631057378,"RIR2","6241"
"CRBB1_17751.68",0.800972126269908," ~ Study_group + (1|maskID)",0.0332173765037253,0.999937631057378,"CRBB1","1414"
"Arginase_17752.24",0.156366267364659," ~ Study_group + (1|maskID)",-0.0520564256790571,0.999937631057378,"Arginase","384"
"UGDH_17755.5",0.601569932359816," ~ Study_group + (1|maskID)",-0.0723088363462217,0.999937631057378,"UGDH","7358"
"DCTD_17756.69",0.576457043803733," ~ Study_group + (1|maskID)",-0.072122947229678,0.999937631057378,"DCTD","1635"
"CAB39_17757.86",0.754876372278364," ~ Study_group + (1|maskID)",-0.0585662857689314,0.999937631057378,"CAB39","51719"
"DCXR_17758.79",0.628835094772983," ~ Study_group + (1|maskID)",0.0762997118898414,0.999937631057378,"DCXR","51181"
"WDR5_17760.128",0.448565717558288," ~ Study_group + (1|maskID) + Prednisone",-0.0617976982107658,0.999937631057378,"WDR5","11091"
"NUDT5_17761.2",0.323292351724542," ~ Study_group + (1|maskID)",0.0471857206806942,0.999937631057378,"NUDT5","11164"
"RHOC_17764.108",0.765553698937676," ~ Study_group + (1|maskID)",0.0521849945268455,0.999937631057378,"RHOC","389"
"SPN1_17765.3",0.394144081467052," ~ Study_group + (1|maskID)",-0.135029796987896,0.999937631057378,"SPN1","10073"
"NCF.1_17766.5",0.49522749506905," ~ Study_group + (1|maskID) + Prednisone",0.217834570644871,0.999937631057378,"NCF-1","653361"
"HAOX1_17768.50",0.883928372795747," ~ Study_group + (1|maskID)",-0.0148903522740142,0.999937631057378,"HAOX1","54363"
"PCNP_17769.28",0.974846371446722," ~ Study_group + (1|maskID)",-0.00451189702518697,0.999937631057378,"PCNP","57092"
"EMC8_17770.42",0.335894752908384," ~ Study_group + (1|maskID)",-0.088389832394866,0.999937631057378,"EMC8","10328"
"RPC9_17771.35",0.190572979862589," ~ Study_group + (1|maskID)",-0.0939285189012447,0.999937631057378,"RPC9","27297"
"UBD_17772.7",0.290832559381866," ~ Study_group + (1|maskID)",0.0841425180557495,0.999937631057378,"UBD","10537"
"SNAG_17773.26",0.45209699202993," ~ Study_group + (1|maskID)",0.118543909365932,0.999937631057378,"SNAG","8774"
"SMD3_17774.38",0.245590982116415," ~ Study_group + (1|maskID)",0.247398010182109,0.999937631057378,"SMD3","6634"
"TAGL3_17775.8",0.497778728388496," ~ Study_group + (1|maskID)",0.243650719368287,0.999937631057378,"TAGL3","29114"
"PECR_17776.15",0.203137294659049," ~ Study_group + (1|maskID)",0.161506621115226,0.999937631057378,"PECR","55825"
"SDSL_17777.31",0.623515541260094," ~ Study_group + (1|maskID)",-0.0291472629157262,0.999937631057378,"SDSL","113675"
"RAB32_17778.19",0.697351079565772," ~ Study_group + (1|maskID)",-0.106820277596892,0.999937631057378,"RAB32","10981"
"MLP3A_17781.191",0.98593537306586," ~ Study_group + (1|maskID)",0.000830302058312604,0.999937631057378,"MLP3A","84557"
"THIK_17782.23",0.250998143937201," ~ Study_group + (1|maskID)",0.171834486523614,0.999937631057378,"THIK","30"
"MMAB_17783.9",0.755209466985934," ~ Study_group + (1|maskID) + Methotrexate",-0.00439398120270511,0.999937631057378,"MMAB","326625"
"GMFB_17784.23",0.569105401801829," ~ Study_group + (1|maskID)",-0.0494225580326504,0.999937631057378,"GMFB","2764"
"RCL_17785.11",0.312243504939187," ~ Study_group + (1|maskID)",0.0506356536706379,0.999937631057378,"RCL","10591"
"GGPPS_17786.5",0.955120624122875," ~ Study_group + (1|maskID)",-0.00304156544410014,0.999937631057378,"GGPPS","9453"
"Enoyl.CoA.hydratase_17787.1",0.880689953113948," ~ Study_group + (1|maskID)",0.0315471155441667,0.999937631057378,"Enoyl-CoA hydratase","1892"
"NADC_17789.1",0.044642477011642," ~ Study_group + (1|maskID)",0.0654672043395046,0.999937631057378,"NADC","23475"
"HPCL1_17791.25",0.197571671765733," ~ Study_group + (1|maskID)",0.181116460708031,0.999937631057378,"HPCL1","3241"
"SSDH_17792.158",0.190672155778395," ~ Study_group + (1|maskID)",-0.233248806802274,0.999937631057378,"SSDH","7915"
"DIRA1_17793.4",0.911782528296285," ~ Study_group + (1|maskID)",0.00344617713984071,0.999937631057378,"DIRA1","148252"
"Phosphomannomutase.2_17794.6",0.59408694497496," ~ Study_group + (1|maskID)",-0.106465495064055,0.999937631057378,"Phosphomannomutase 2","5373"
"LSM1_17795.176",0.219646035441115," ~ Study_group + (1|maskID)",-0.0638199444404354,0.999937631057378,"LSM1","27257"
"IMPA1_17796.15",0.00596824157165895," ~ Study_group + (1|maskID)",-0.430886057112565,0.999937631057378,"IMPA1","3612"
"CUL1_17797.1",0.222850217170406," ~ Study_group + (1|maskID)",-0.112845886051878,0.999937631057378,"CUL1","8454"
"X6PGL_17799.9",0.795422360270337," ~ Study_group + (1|maskID)",-0.0306787536509892,0.999937631057378,"6PGL","25796"
"SCAND1_17800.33",0.689925142406546," ~ Study_group + (1|maskID)",0.0473956849989569,0.999937631057378,"SCAND1","51282"
"SIAS_17802.4",0.97089925577085," ~ Study_group + (1|maskID) + Age",0.00426216361807277,0.999937631057378,"SIAS","54187"
"PNPO_17804.102",0.0304132474863061," ~ Study_group + (1|maskID)",-0.203166694394882,0.999937631057378,"PNPO","55163"
"SPF30_17805.35",0.982950513156875," ~ Study_group + (1|maskID)",0.00455671129686602,0.999937631057378,"SPF30","10285"
"Syntenin.1_17806.6",0.0915216570450888," ~ Study_group + (1|maskID)",0.188713663184639,0.999937631057378,"Syntenin 1","6386"
"NIT2_17808.37",0.629473617484904," ~ Study_group + (1|maskID)",-0.0975624837638806,0.999937631057378,"NIT2","56954"
"ST1C2_17811.78",0.975602629123081," ~ Study_group + (1|maskID)",0.00126849076202585,0.999937631057378,"ST1C2","6819"
"TP4A1_17812.2",0.771864689313722," ~ Study_group + (1|maskID) + Methotrexate",-0.087205436263403,0.999937631057378,"TP4A1","7803"
"BPHL_17813.21",0.62982750041388," ~ Study_group + (1|maskID) + Age",0.0244482445625242,0.999937631057378,"BPHL","670"
"BPNT1_17814.8",0.388562523206832," ~ Study_group + (1|maskID)",0.0813858313968827,0.999937631057378,"BPNT1","10380"
"NCALD_17816.58",0.845995581849557," ~ Study_group + (1|maskID)",0.019498492987786,0.999937631057378,"NCALD","83988"
"DDIT4_17817.22",0.301910857610578," ~ Study_group + (1|maskID)",0.26293408703467,0.999937631057378,"DDIT4","54541"
"SUGT1_17818.22",0.627319739383256," ~ Study_group + (1|maskID)",0.0443002769157845,0.999937631057378,"SUGT1","10910"
"FAHD1_17819.30",0.542218035255225," ~ Study_group + (1|maskID)",-0.133618216465328,0.999937631057378,"FAHD1","81889"
"MLF1_17820.170",0.798816511711391," ~ Study_group + (1|maskID)",-0.0331698465077969,0.999937631057378,"MLF1","4291"
"NMT2_17821.20",0.560164842941168," ~ Study_group + (1|maskID)",-0.0846863207295651,0.999937631057378,"NMT2","9397"
"RERG_17822.57",0.304929877926084," ~ Study_group + (1|maskID)",0.519661361258271,0.999937631057378,"RERG","85004"
"SMD2_17823.40",0.585205615261798," ~ Study_group + (1|maskID)",-0.0321201492075474,0.999937631057378,"SMD2","6633"
"EF1D_17826.341",0.592853264346825," ~ Study_group + (1|maskID)",0.0830058665614502,0.999937631057378,"EF1D","1936"
"DLRB2_17827.53",0.608898630287614," ~ Study_group + (1|maskID)",0.0342887824380159,0.999937631057378,"DLRB2","83657"
"S100A14_17828.3",0.759768152346079," ~ Study_group + (1|maskID) + Age",0.0189445270156162,0.999937631057378,"S100A14","57402"
"TREX2_17829.2",0.833997873777404," ~ Study_group + (1|maskID)",-0.0134531455953812,0.999937631057378,"TREX2","11219"
"IDI2_17832.12",0.513023395449719," ~ Study_group + (1|maskID)",-0.061334499496202,0.999937631057378,"IDI2","91734"
"ANX13_17835.28",0.334131413311797," ~ Study_group + (1|maskID) + Age",-0.263816444776195,0.999937631057378,"ANX13","312"
"S100A16_17836.17",0.77713433134634," ~ Study_group + (1|maskID)",0.030559829460262,0.999937631057378,"S100A16","140576"
"CLIC2_17837.5",0.481757073378068," ~ Study_group + (1|maskID)",0.0731143981160119,0.999937631057378,"CLIC2","1193"
"PPCS_17843.30",0.935450590310686," ~ Study_group + (1|maskID)",-0.0125484762220214,0.999937631057378,"PPCS","79717"
"DRG1_17849.6",0.846481873611964," ~ Study_group + (1|maskID)",-0.0368384659913654,0.999937631057378,"DRG1","4733"
"KLF4_17850.42",0.0837217119984746," ~ Study_group + (1|maskID)",0.0858906012366158,0.999937631057378,"KLF4","9314"
"PPME1_17852.5",0.513303965517801," ~ Study_group + (1|maskID) + Age",0.0567453595915451,0.999937631057378,"PPME1","51400"
"NAA10_17854.33",0.763130488709933," ~ Study_group + (1|maskID)",0.0337271099461839,0.999937631057378,"NAA10","8260"
"RGS4_17855.28",0.376388634894185," ~ Study_group + (1|maskID)",0.0714089772278984,0.999937631057378,"RGS4","5999"
"NT5M_17856.23",0.806268879421352," ~ Study_group + (1|maskID)",-0.0525958154432522,0.999937631057378,"NT5M","56953"
"ACADL_17857.6",0.374877145626676," ~ Study_group + (1|maskID)",-0.0361004697737942,0.999937631057378,"ACADL","33"
"ATG3_18156.7",0.587762627263485," ~ Study_group + (1|maskID)",-0.0178058329475559,0.999937631057378,"ATG3","64422"
"Caspase.8_18158.45",0.288735697544488," ~ Study_group + (1|maskID)",-0.0414908601225921,0.999937631057378,"Caspase-8","841"
"PIMT_18160.2",0.360730114076622," ~ Study_group + (1|maskID)",-0.0378109376638926,0.999937631057378,"PIMT","5110"
"IRAK4_18162.167",0.982194153427145," ~ Study_group + (1|maskID)",0.00288722016765473,0.999937631057378,"IRAK4","51135"
"UB2V2_18165.181",0.903993552929099," ~ Study_group + (1|maskID)",0.0107101967583269,0.999937631057378,"UB2V2","7336"
"RHOB_18166.4",0.27270239291685," ~ Study_group + (1|maskID)",0.120290601945826,0.999937631057378,"RHOB","388"
"P5CR1_18170.46",0.808970641442075," ~ Study_group + (1|maskID)",0.00647574270815841,0.999937631057378,"P5CR1","5831"
"I.TAC_18171.25",0.84188281959138," ~ Study_group + (1|maskID)",-0.00450751668648373,0.999937631057378,"I-TAC","6373"
"ASF1A_18172.71",0.257292363893657," ~ Study_group + (1|maskID)",-0.0333971208878295,0.999937631057378,"ASF1A","25842"
"ARK73_18173.11",0.491563880915555," ~ Study_group + (1|maskID)",0.0951348205703295,0.999937631057378,"ARK73","22977"
"PDC6I_18174.79",0.665165483478646," ~ Study_group + (1|maskID)",-0.0627778766981602,0.999937631057378,"PDC6I","10015"
"VAT1_18175.65",0.170920584552138," ~ Study_group + (1|maskID)",0.214258430079688,0.999937631057378,"VAT1","10493"
"ULA1_18177.49",0.13256897235431," ~ Study_group + (1|maskID)",-0.0491952907110048,0.999937631057378,"ULA1","8883"
"SYSC_18178.13",0.843761584992074," ~ Study_group + (1|maskID)",-0.0116482860713911,0.999937631057378,"SYSC","6301"
"SPSY_18179.56",0.490897113247709," ~ Study_group + (1|maskID)",0.0291263853795795,0.999937631057378,"SPSY","6611"
"RT4I1_18180.58",0.374356036216946," ~ Study_group + (1|maskID)",-0.137038395734847,0.999937631057378,"RT4I1","84816"
"TSSC4_18181.2",0.500874751677093," ~ Study_group + (1|maskID)",-0.0843306566714102,0.999937631057378,"TSSC4","10078"
"PCKGC_18182.24",0.452244974498631," ~ Study_group + (1|maskID)",-0.0625534440995268,0.999937631057378,"PCKGC","5105"
"ARH_18183.3",0.702376644762955," ~ Study_group + (1|maskID)",0.0753054797542338,0.999937631057378,"ARH","26119"
"GUAA_18184.28",0.752786106376511," ~ Study_group + (1|maskID)",-0.0451406327898523,0.999937631057378,"GUAA","8833"
"ALDOB_18185.118",0.187214263302913," ~ Study_group + (1|maskID)",0.267480587900641,0.999937631057378,"ALDOB","229"
"SYTC_18186.15",0.715563587792307," ~ Study_group + (1|maskID)",-0.0623624162413145,0.999937631057378,"SYTC","6897"
"ACY2_18187.16",0.286131238615945," ~ Study_group + (1|maskID)",-1.26297252584763,0.999937631057378,"ACY2","443"
"GATM_18188.12",0.297686227846869," ~ Study_group + (1|maskID)",0.276244876415564,0.999937631057378,"GATM","2628"
"VPS25_18189.12",0.323075311083477," ~ Study_group + (1|maskID)",-0.119578077355079,0.999937631057378,"VPS25","84313"
"ICBR_18190.15",0.0496839622100792," ~ Study_group + (1|maskID)",-0.231674530011433,0.999937631057378,"ICBR","59082"
"RANG_18191.23",0.417930177005982," ~ Study_group + (1|maskID)",0.0764781777840322,0.999937631057378,"RANG","5902"
"MAGE.5_18192.69",0.316210769479234," ~ Study_group + (1|maskID)",-0.110108952479627,0.999937631057378,"MAGE-5","100533997"
"MO4L1_18193.165",0.790663847921678," ~ Study_group + (1|maskID)",-0.0223194103791301,0.999937631057378,"MO4L1","10933"
"FABP9_18194.18",0.156260771721125," ~ Study_group + (1|maskID)",-0.120773430884108,0.999937631057378,"FABP9","646480"
"ORAV1_18195.3",0.667729074699204," ~ Study_group + (1|maskID)",-0.0571774049382623,0.999937631057378,"ORAV1","220064"
"Afamin_18196.8",0.0807934286803055," ~ Study_group + (1|maskID)",0.155635673889981,0.999937631057378,"Afamin","173"
"KCRS_18197.97",0.136231484702768," ~ Study_group + (1|maskID)",-0.126713396826901,0.999937631057378,"KCRS","1160"
"HBAT_18198.51",0.409808205079202," ~ Study_group + (1|maskID) + Methotrexate",-0.859815008046812,0.999937631057378,"HBAT","3049"
"CD37_18202.22",0.759537828933452," ~ Study_group + (1|maskID)",-0.0122331799576819,0.999937631057378,"CD37","951"
"CRGC_18203.9",0.891416561513769," ~ Study_group + (1|maskID)",-0.0097570177721702,0.999937631057378,"CRGC","1420"
"TCEA1_18204.1",0.534343231755877," ~ Study_group + (1|maskID) + Sex",0.0758482429240202,0.999937631057378,"TCEA1","6917"
"MAGE.6_18205.123",0.248774619995808," ~ Study_group + (1|maskID)",-0.112546686221246,0.999937631057378,"MAGE-6","4105"
"ADH6_18206.18",0.788368670672482," ~ Study_group + (1|maskID)",-0.042579976352162,0.999937631057378,"ADH6","130"
"CHM1B_18207.6",0.760269694394684," ~ Study_group + (1|maskID)",0.0465240668117232,0.999937631057378,"CHM1B","57132"
"CCNB2_18208.3",0.441002458290737," ~ Study_group + (1|maskID)",-0.0573931852099662,0.999937631057378,"CCNB2","9133"
"SPIN1_18210.12",0.426969563175716," ~ Study_group + (1|maskID)",-0.0426109349040006,0.999937631057378,"SPIN1","10927"
"GSTM5.5_18212.43",0.0799523978810421," ~ Study_group + (1|maskID)",-0.0902268598919268,0.999937631057378,"GSTM5-5","2949"
"UBE2F_18213.30",0.57271078268852," ~ Study_group + (1|maskID)",-0.0537564981359745,0.999937631057378,"UBE2F","140739"
"GSH0_18214.2",0.450202603817009," ~ Study_group + (1|maskID)",0.111835948378311,0.999937631057378,"GSH0","2730"
"THG1_18215.5",0.377449165808975," ~ Study_group + (1|maskID) + Age + Methotrexate",0.0897009483582544,0.999937631057378,"THG1","54974"
"IL.11.RA_18216.22",0.493509450845933," ~ Study_group + (1|maskID)",0.0371508362986545,0.999937631057378,"IL-11 RA","3590"
"CB032_18218.48",0.187916033881471," ~ Study_group + (1|maskID)",0.158039111808882,0.999937631057378,"CB032","25927"
"SRA1_18220.141",0.562320582323608," ~ Study_group + (1|maskID)",-0.059564264073023,0.999937631057378,"SRA1","10011"
"SHLB2_18222.34",0.323512699021998," ~ Study_group + (1|maskID) + Age",0.132481454279597,0.999937631057378,"SHLB2","56904"
"CHM1A_18224.11",0.818430456964932," ~ Study_group + (1|maskID)",0.0319528870650152,0.999937631057378,"CHM1A","5119"
"HEBP1_18225.13",0.385151263466956," ~ Study_group + (1|maskID)",0.0612007633236745,0.999937631057378,"HEBP1","50865"
"COX5A_18226.148",0.741599433596126," ~ Study_group + (1|maskID)",-0.0698176655293701,0.999937631057378,"COX5A","9377"
"CDKA2_18227.3",0.410662695132263," ~ Study_group + (1|maskID)",-0.0515404036004569,0.999937631057378,"CDKA2","10263"
"NOP16_18228.30",0.241672645511752," ~ Study_group + (1|maskID)",0.0506509643688781,0.999937631057378,"NOP16","51491"
"PRND_18231.147",0.917899991361212," ~ Study_group + (1|maskID)",-0.00690023796269073,0.999937631057378,"PRND","23627"
"PI42B_18232.42",0.627345513070435," ~ Study_group + (1|maskID)",0.0657093466314161,0.999937631057378,"PI42B","8396"
"GOT2_18233.10",0.563109401714071," ~ Study_group + (1|maskID)",-0.0782815477838985,0.999937631057378,"GOT2","2806"
"PGP_18235.16",0.702109491746833," ~ Study_group + (1|maskID)",0.0253531732363959,0.999937631057378,"PGP","283871"
"LEGL_18236.3",0.897083558291519," ~ Study_group + (1|maskID)",0.018906720615322,0.999937631057378,"LEGL","29094"
"NRIP3_18237.29",0.964650799030203," ~ Study_group + (1|maskID) + Smoking",0.0018548378043371,0.999937631057378,"NRIP3","56675"
"OMP_18240.6",0.91948171798397," ~ Study_group + (1|maskID)",-0.00303382522899161,0.999937631057378,"OMP","4975"
"HEM6_18241.18",0.761847253640604," ~ Study_group + (1|maskID) + Methotrexate",-0.161008510155612,0.999937631057378,"HEM6","1371"
"Sperm.protein.17_18242.8",0.0898760134793519," ~ Study_group + (1|maskID) + Sex",-0.213375126668594,0.999937631057378,"Sperm protein 17","53340"
"Cytidylate.kinase_18243.9",0.834462486739684," ~ Study_group + (1|maskID)",-0.0200398163195154,0.999937631057378,"Cytidylate kinase","51727"
"ANXA7_18244.1",0.946948110584097," ~ Study_group + (1|maskID)",0.00861667647289294,0.999937631057378,"ANXA7","310"
"SSB_18253.8",0.451374285040864," ~ Study_group + (1|maskID) + Age",-0.168894849503133,0.999937631057378,"SSB","6742"
"NB5R1_18255.6",0.315263494493227," ~ Study_group + (1|maskID)",0.0332469647713094,0.999937631057378,"NB5R1","51706"
"SRP19_18257.64",0.307710517606997," ~ Study_group + (1|maskID) + Age",-0.288248711405019,0.999937631057378,"SRP19","6728"
"MEOX2_18259.15",0.304220466247587," ~ Study_group + (1|maskID)",-0.122489486273774,0.999937631057378,"MEOX2","4223"
"NATD1_18261.34",0.210705869294488," ~ Study_group + (1|maskID) + Methotrexate",0.151803952856364,0.999937631057378,"NATD1","256302"
"CCD25_18264.12",0.949513652049965," ~ Study_group + (1|maskID)",0.00661538575246476,0.999937631057378,"CCD25","55246"
"ZNF34_18265.18",0.0477112419798445," ~ Study_group + (1|maskID)",-0.192112345835625,0.999937631057378,"ZNF34","80778"
"CAR17_18267.74",0.460073465200383," ~ Study_group + (1|maskID)",0.128629013142472,0.999937631057378,"CAR17","440068"
"GAG2A_18268.5",0.195281794810977," ~ Study_group + (1|maskID)",0.412365170198548,0.999937631057378,"GAG2A","729447"
"TAF10_18270.10",0.43318153075701," ~ Study_group + (1|maskID)",-0.0858503232950709,0.999937631057378,"TAF10","6881"
"OXSM_18271.43",0.57656644702916," ~ Study_group + (1|maskID)",-0.11136024733128,0.999937631057378,"OXSM","54995"
"GGE2D_18273.14",0.199071445457209," ~ Study_group + (1|maskID)",0.0361030453132622,0.999937631057378,"GGE2D","100101629"
"SERF2_18274.2",0.362428957763638," ~ Study_group + (1|maskID)",0.0830846785788528,0.999937631057378,"SERF2","10169"
"CRIP1_18275.5",0.59322284590547," ~ Study_group + (1|maskID)",0.0492285330420648,0.999937631057378,"CRIP1","1396"
"TCL1B_18276.34",0.145865023794292," ~ Study_group + (1|maskID)",0.189888583033562,0.999937631057378,"TCL1B","9623"
"TRIA1_18277.28",0.368446137028514," ~ Study_group + (1|maskID)",-0.11009343035366,0.999937631057378,"TRIA1","51499"
"DTD2_18280.29",0.999602247044464," ~ Study_group + (1|maskID)",5.3793076543857e-05,0.999937631057378,"DTD2","112487"
"GBG11_18282.1",0.789889469076208," ~ Study_group + (1|maskID)",0.0221685273977448,0.999937631057378,"GBG11","2791"
"WWC1_18284.77",0.26025173981079," ~ Study_group + (1|maskID) + Prednisone",-0.144257132168512,0.999937631057378,"WWC1","23286"
"SVIP_18285.6",0.355977287470544," ~ Study_group + (1|maskID)",-0.0545247203206501,0.999937631057378,"SVIP","258010"
"ZWINT_18286.3",0.22559554227432," ~ Study_group + (1|maskID)",-0.127088556371146,0.999937631057378,"ZWINT","11130"
"MIP.5_18289.16",0.50071306442924," ~ Study_group + (1|maskID) + Age",0.0503128098781025,0.999937631057378,"MIP-5","6359"
"Annexin.A8_18290.6",0.792039369320085," ~ Study_group + (1|maskID)",0.0123933673792303,0.999937631057378,"Annexin A8","653145"
"p21_18291.8",0.388056259976842," ~ Study_group + (1|maskID) + Methotrexate",0.0423066942207796,0.999937631057378,"p21","1026"
"SOX2_18294.26",0.919239495843639," ~ Study_group + (1|maskID)",0.00277290589141786,0.999937631057378,"SOX2","6657"
"GRHPR_18295.102",0.85275294275456," ~ Study_group + (1|maskID)",-0.0213437897321161,0.999937631057378,"GRHPR","9380"
"RASM_18297.8",0.379675736468105," ~ Study_group + (1|maskID)",0.0550193447217018,0.999937631057378,"RASM","22808"
"CPNS1_18299.13",0.699532714607247," ~ Study_group + (1|maskID)",0.033078864767013,0.999937631057378,"CPNS1","826"
"PURB_18300.39",0.515105663059661," ~ Study_group + (1|maskID)",0.0920749850891573,0.999937631057378,"PURB","5814"
"NAIF1_18301.10",0.219461227660457," ~ Study_group + (1|maskID)",-0.119929406319994,0.999937631057378,"NAIF1","203245"
"ZWILC_18302.204",0.566722938100321," ~ Study_group + (1|maskID)",-0.0506977708214083,0.999937631057378,"ZWILC","55055"
"NEUG_18303.39",0.298885147509435," ~ Study_group + (1|maskID)",0.107636025179038,0.999937631057378,"NEUG","4900"
"BCCIP_18304.19",0.133989913147823," ~ Study_group + (1|maskID)",0.233649763849408,0.999937631057378,"BCCIP","56647"
"PALM_18306.1",0.750354824517326," ~ Study_group + (1|maskID)",0.0166178855423901,0.999937631057378,"PALM","5064"
"PPase.2_18307.71",0.14582057353894," ~ Study_group + (1|maskID)",-0.16683744219316,0.999937631057378,"PPase 2","27068"
"STXB6_18308.30",0.321055492588325," ~ Study_group + (1|maskID)",0.132630742200378,0.999937631057378,"STXB6","29091"
"CISY_18309.18",0.850262340708722," ~ Study_group + (1|maskID)",0.035714611210531,0.999937631057378,"CISY","1431"
"SELW_18310.26",0.0666537221527813," ~ Study_group + (1|maskID)",-0.10046992309296,0.999937631057378,"SELW","6415"
"DCTN6_18311.44",0.266096183218302," ~ Study_group + (1|maskID)",-0.20806487151539,0.999937631057378,"DCTN6","10671"
"NDRG3_18312.68",0.144887901992237," ~ Study_group + (1|maskID)",0.203477720417579,0.999937631057378,"NDRG3","57446"
"Asparaginase.like.protein.1_18313.4",0.0494155528797948," ~ Study_group + (1|maskID)",0.091534585893713,0.999937631057378,"Asparaginase-like protein 1","80150"
"PAX.8_18314.88",0.049859514925527," ~ Study_group + (1|maskID)",0.0803766381193006,0.999937631057378,"PAX-8","7849"
